date,open,high,low,close,epoch_sec,volume,date,market_date,ema_120,ema_120_trend,ema_120_trend_change,amplitude_hl,amplitude_hl_ema10,amplitude_oc_ema10,diff,diff_sma,diff_sma_trend,local_min,local_max,price_times_volume,vwap
2022-03-10 13:50:00,13623.5,13635.5,13611.75,13614.0,1646941800,8662,2022-03-10 13:50:00,2022-03-10,13540.36557364681,3.391835947093642,6.108051339660558,23.75,37.44836421478209,20.904678792292316,-9.5,18.75,-4.199999999999999,,13635.5,117924468.0,13558.495539977766
2022-03-10 13:55:00,13613.75,13633.0,13609.5,13618.5,1646942100,6916,2022-03-10 13:55:00,2022-03-10,13541.65705176835,9.267924929858122,5.87608898276448,23.5,34.91229799391262,17.967464466420985,4.75,18.9,0.14999999999999858,,,94185546.0,13558.825369238093
2022-03-10 14:00:00,13619.0,13626.0,13574.25,13578.75,1646942400,10945,2022-03-10 14:00:00,2022-03-10,13542.270158350691,11.44487826741416,2.1769533375560375,51.75,37.973698358655774,22.01883456343535,-40.25,26.3,7.400000000000002,,,148619418.75,13558.997197717517
2022-03-10 14:05:00,13579.75,13592.5,13551.75,13568.0,1646942700,10026,2022-03-10 14:05:00,2022-03-10,13542.695444989524,12.553652406859122,1.1087741394449626,40.75,38.478480475263815,20.151773733719832,-11.75,24.25,-2.0500000000000007,,,136032768.0,13559.067760735477
2022-03-10 14:10:00,13568.0,13601.5,13563.5,13593.75,1646943000,8543,2022-03-10 14:10:00,2022-03-10,13543.539321931847,15.566214459762662,3.01256205290354,38.0,38.391484025215846,21.16963305486168,25.75,18.4,-5.850000000000001,,,116131406.25,13559.297851112788
2022-03-10 14:15:00,13593.25,13609.0,13582.25,13591.0,1646943300,7855,2022-03-10 14:15:00,2022-03-10,13544.323795949502,18.055013627021506,2.4887991672588434,26.75,36.27485056608569,17.729699772159556,-2.25,16.95,-1.4499999999999993,,,106757305.0,13559.490060537155
2022-03-10 14:20:00,13591.5,13604.25,13555.75,13563.75,1646943600,9550,2022-03-10 14:20:00,2022-03-10,13544.644890231328,18.139021318353567,0.08400769133206154,48.5,38.497605008615565,19.55157254085782,-27.75,21.55,4.600000000000001,,,129533812.5,13559.52123198822
2022-03-10 14:25:00,13563.5,13586.25,13557.25,13584.0,1646943900,7985,2022-03-10 14:25:00,2022-03-10,13545.295387913455,19.784268579808902,1.645247261455335,29.0,36.77076773432183,19.72401389706549,20.5,17.6,-3.9499999999999993,,,108468240.0,13559.670087761584
2022-03-10 14:30:00,13583.25,13599.0,13572.0,13588.5,1646944200,7188,2022-03-10 14:30:00,2022-03-10,13546.009513733066,21.600765994778882,1.8164974149699802,27.0,34.99426450989968,17.092375006689945,5.25,16.3,-1.3000000000000007,,,97674138.0,13559.827045136262
2022-03-10 14:35:00,13588.25,13594.0,13551.0,13567.75,1646944500,7284,2022-03-10 14:35:00,2022-03-10,13546.368860613511,21.583195866115688,-0.01757012866319485,43.0,36.44985278082701,17.711943187291773,-20.5,15.25,-1.0500000000000007,13551.0,,98827491.0,13559.870515978382
2022-03-10 14:40:00,13567.5,13604.0,13567.5,13579.5,1646944800,7706,2022-03-10 14:40:00,2022-03-10,13546.91648275213,22.463221576655968,0.8800257105402807,36.5,36.45897045704028,16.67340806232963,12.0,17.2,1.9499999999999993,,,104643627.0,13559.98379910296
2022-03-10 14:45:00,13579.75,13588.5,13555.25,13574.0,1646945100,8444,2022-03-10 14:45:00,2022-03-10,13547.364144194244,22.797032314984,0.3338107383280331,33.25,35.87552128303296,14.68733386917879,-5.75,12.8,-4.399999999999999,,,114618856.0,13560.071877244227
2022-03-10 14:50:00,13574.75,13631.0,13574.75,13613.75,1646945400,20675,2022-03-10 14:50:00,2022-03-10,13548.461431067066,26.196355244420015,3.399322929436014,56.25,39.57997195884515,19.107818620237193,39.0,16.5,3.6999999999999993,,13631.0,281464281.25,13560.885271547933
2022-03-10 14:55:00,13613.75,13620.75,13576.5,13591.25,1646945700,10450,2022-03-10 14:55:00,2022-03-10,13549.168680140338,27.467152413639415,1.2707971692193993,44.25,40.42906796632785,19.72457887110316,-22.5,19.95,3.4499999999999993,,,142028562.5,13561.116068662035
2022-03-10 15:00:00,13590.75,13591.75,13570.0,13574.25,1646946000,4801,2022-03-10 15:00:00,2022-03-10,13549.583247410745,27.24312042768869,-0.22403198595072382,21.75,37.032873790631875,19.13829180362986,-16.5,19.15,-0.8000000000000007,,,65169974.25,13561.16177297737
2022-03-10 15:05:00,13573.75,13579.75,13558.75,13568.0,1646946300,3627,2022-03-10 15:05:00,2022-03-10,13549.887656544452,26.51265826991747,-0.7304621577712211,21.0,34.117805828698806,16.70405693024261,-5.75,17.9,-1.25,,,49211136.0,13561.179703031496
2022-03-10 15:10:00,13568.5,13579.75,13567.0,13577.0,1646946600,2322,2022-03-10 15:10:00,2022-03-10,13550.335794452807,26.52478205209951,0.012123782182040799,12.75,30.232750223480842,15.212410215653046,8.5,18.45,0.5500000000000007,,,31525794.0,13561.206214816686
2022-03-10 15:15:00,13577.25,13580.5,13573.5,13576.75,1646946900,557,2022-03-10 15:15:00,2022-03-10,13550.772392891604,26.481008056603237,-0.0437739954962737,7.0,26.008613819211597,12.537426540079764,-0.5,10.75,-7.699999999999999,,,7562249.75,13561.212460781859
2022-03-10 15:20:00,13576.5,13584.0,13576.25,13583.75,1646947200,376,2022-03-10 15:20:00,2022-03-10,13551.317477306618,26.9571292275455,0.4761211709422639,7.75,22.688865852082216,11.57607626006526,7.25,7.7,-3.05,,,5107490.0,13561.218572511436
2022-03-10 15:25:00,13583.5,13586.0,13580.5,13581.75,1646947500,484,2022-03-10 15:25:00,2022-03-10,13551.82049421064,27.19491935249063,0.2377901249451284,5.5,19.563617515339995,9.789516940053394,-1.75,4.75,-2.95,,,6573567.0,13561.225736959244
2022-03-10 15:30:00,13582.25,13582.25,13573.5,13575.25,1646947800,424,2022-03-10 15:30:00,2022-03-10,13552.207758769142,26.862705102760025,-0.33221424973060465,8.75,17.597505239823633,9.282332041861867,-7.0,5.0,0.25,,,5755906.0,13561.23002275412
2022-03-10 15:35:00,13575.5,13586.5,13575.25,13580.75,1646948100,376,2022-03-10 15:35:00,2022-03-10,13552.67953135147,26.959326186421592,0.0966210836615673,11.25,16.44341337803752,8.549180761523345,5.25,4.35,-0.6500000000000004,,,5106362.0,13561.235311283837
2022-03-10 15:40:00,13581.0,13581.75,13572.25,13573.25,1646948400,296,2022-03-10 15:40:00,2022-03-10,13553.019539097728,26.42101696368964,-0.5383092227319501,9.5,15.180974582030696,8.4038751685191,-7.75,5.8,1.4500000000000002,,,4017682.0,13561.237873285532
2022-03-10 15:45:00,13573.25,13578.0,13568.75,13576.75,1646948700,407,2022-03-10 15:45:00,2022-03-10,13553.411778120906,26.174393356921982,-0.2466236067676597,9.25,14.102615567116025,7.512261501515628,3.5,5.05,-0.75,,,5525737.25,13561.242420166796
2022-03-10 15:50:00,13576.5,13580.25,13575.75,13576.5,1646949000,191,2022-03-10 15:50:00,2022-03-10,13553.79340162304,25.896969758525085,-0.2774235983968971,4.5,12.35668546400402,6.146395773967332,0.0,4.7,-0.34999999999999964,,,2593111.5,13561.24451865795
2022-03-10 15:55:00,13576.5,13576.75,13567.25,13572.5,1646949300,323,2022-03-10 15:55:00,2022-03-10,13554.102601596212,25.29700405014608,-0.5999657083790062,9.5,11.83728810691238,5.756141996882363,-4.0,4.1,-0.6000000000000005,,,4383917.5,13561.247135959235
2022-03-10 17:00:00,13575.25,13584.0,13558.0,13580.75,1646953200,919,2022-03-10 17:00:00,2022-03-11,13554.54305446239,25.369799369143152,0.07279531899707337,26.0,14.41232663292831,5.709570724721933,5.5,4.15,0.05000000000000071,13558.0,,12480709.25,13580.75
2022-03-10 17:05:00,13581.75,13593.75,13581.0,13590.75,1646953500,463,2022-03-10 17:05:00,2022-03-11,13555.141516372103,26.188894109843456,0.8190947407003044,12.75,14.110085426941346,6.307830592954309,9.0,4.4,0.25,,,6292517.25,13584.1002170767
2022-03-10 17:10:00,13590.25,13596.75,13589.75,13596.5,1646953800,376,2022-03-10 17:10:00,2022-03-11,13555.825127671738,27.347772367316914,1.1588782574734573,7.0,12.817342622042919,6.297315939689889,6.25,4.95,0.5499999999999998,,,5112284.0,13586.752275312856
2022-03-10 17:15:00,13596.75,13602.5,13594.75,13595.5,1646954100,515,2022-03-10 17:15:00,2022-03-11,13556.480910685428,28.281477723097307,0.9337053557803934,7.75,11.896007599853297,5.379622132473545,-1.25,5.2,0.25,,,7001682.5,13588.734271887373
2022-03-10 17:20:00,13595.5,13601.5,13592.5,13600.5,1646954400,318,2022-03-10 17:20:00,2022-03-11,13557.208498938562,29.482279590164552,1.200801867067245,9.0,11.369460763516333,5.310599926569265,5.0,5.4,0.20000000000000018,,,4324959.0,13590.178309533
2022-03-10 17:25:00,13599.75,13601.0,13591.0,13595.0,1646954700,258,2022-03-10 17:25:00,2022-03-11,13557.833151848668,30.097045075057913,0.6147654848933612,10.0,11.120467897422454,5.208672667193035,-4.75,5.25,-0.15000000000000036,,,3507510.0,13590.614952614953
2022-03-10 17:30:00,13593.75,13601.25,13593.5,13595.0,1646955000,187,2022-03-10 17:30:00,2022-03-11,13558.447479917286,30.613483075670416,0.5164380006125029,7.75,10.507655552436553,4.488914000430665,1.25,3.7,-1.5499999999999998,,,2542265.0,13590.885046113306
2022-03-10 17:35:00,13596.0,13602.0,13596.0,13600.5,1646955300,213,2022-03-10 17:35:00,2022-03-11,13559.14256289386,31.47299939810802,0.859516322437603,6.0,9.688081815629907,4.4909296367159985,4.5,3.35,-0.3500000000000001,,,2896906.5,13591.515389350569
2022-03-10 17:40:00,13600.5,13602.0,13593.75,13594.25,1646955600,188,2022-03-10 17:40:00,2022-03-11,13559.72285111049,31.71733135742022,0.24433195931220197,8.25,9.426612394606288,4.810760611858544,-6.25,4.35,0.9999999999999996,,,2555719.0,13591.664969450101
2022-03-10 17:45:00,13595.25,13615.5,13594.25,13610.0,1646955900,627,2022-03-10 17:45:00,2022-03-11,13560.55387836486,33.13563457963774,1.4183032222175171,21.25,11.576319231950599,6.6178950460660815,14.75,6.3,1.9500000000000002,,13615.5,8533470.0,13594.4937253937
2022-03-10 17:50:00,13609.5,13611.5,13600.0,13602.0,1646956200,459,2022-03-10 17:50:00,2022-03-11,13561.2389382266,33.74566875513878,0.6100341755010419,11.5,11.562443007959581,6.778277764963158,-7.5,6.85,0.5499999999999998,,,6243318.0,13595.255472031837
2022-03-10 17:55:00,13602.5,13606.0,13593.0,13596.75,1646956500,474,2022-03-10 17:55:00,2022-03-11,13561.825897925333,33.83994342070102,0.09427466556223862,13.0,11.823817006512385,6.5913181713334925,-5.75,7.75,0.9000000000000004,,,6444859.5,13595.397238343006
2022-03-10 18:00:00,13596.0,13598.5,13585.0,13587.5,1646956800,982,2022-03-10 18:00:00,2022-03-11,13562.250263248881,33.152726887134435,-0.6872165335665841,13.5,12.128577550782861,6.93835123109104,-8.5,8.55,0.8000000000000007,,,13342925.0,13594.100183977254
2022-03-10 18:05:00,13587.75,13594.25,13585.5,13590.25,1646957100,531,2022-03-10 18:05:00,2022-03-11,13562.713068815016,32.70346323096244,-0.4492636561719934,8.75,11.514290723367795,6.131378279983577,2.5,7.8,-0.7500000000000009,,,7216422.75,13593.78613671275
2022-03-10 18:10:00,13590.5,13596.5,13584.25,13594.25,1646957400,645,2022-03-10 18:10:00,2022-03-11,13563.23434040485,32.56843894009747,-0.13502429086496903,12.25,11.648056046391833,5.698400410895654,3.75,5.6,-2.2,,,8768291.25,13593.827952480782
2022-03-10 18:15:00,13594.5,13599.75,13584.0,13598.5,1646957700,815,2022-03-10 18:15:00,2022-03-11,13563.817243869233,32.73758431535106,0.16914537525358497,15.75,12.393864037956954,5.389600336187353,4.0,4.9,-0.6999999999999993,,,11082777.5,13594.305708908407
2022-03-10 18:20:00,13597.25,13598.5,13590.75,13598.0,1646958000,427,2022-03-10 18:20:00,2022-03-11,13564.382248102798,32.80799772189911,0.07041340654805595,7.75,11.54952512196478,4.546036638698744,0.75,3.9,-1.0000000000000004,,,5806346.0,13594.493569131833
2022-03-10 18:25:00,13598.5,13599.75,13591.75,13594.0,1646958300,422,2022-03-10 18:25:00,2022-03-11,13564.871797720934,32.51361408647244,-0.29438363542667645,8.0,10.904156917971184,4.537666340753518,-4.5,3.1,-0.7999999999999998,,,5736668.0,13594.469951241637
2022-03-10 18:30:00,13595.0,13600.25,13593.0,13594.25,1646958600,382,2022-03-10 18:30:00,2022-03-11,13565.35738784125,32.22393393225465,-0.28968015421778404,7.25,10.239764751067332,3.848999733343787,-0.75,2.75,-0.3500000000000001,,,5193003.5,13594.460819476144
2022-03-10 18:35:00,13594.75,13595.0,13583.5,13586.0,1646958900,594,2022-03-10 18:35:00,2022-03-11,13565.698588042222,31.27013217429655,-0.9538017579581037,11.5,10.468898432691454,4.740090690917644,-8.75,3.75,1.0,,,8070084.0,13593.947728432873
2022-03-10 18:40:00,13586.0,13587.75,13582.0,13583.5,1646959200,659,2022-03-10 18:40:00,2022-03-11,13565.992826256399,30.169095499840907,-1.1010366744556421,5.75,9.610916899474825,4.332801474387163,-2.5,3.45,-0.2999999999999998,,,8951526.5,13593.28912378037
2022-03-10 18:45:00,13584.0,13587.0,13578.5,13586.25,1646959500,741,2022-03-10 18:45:00,2022-03-11,13566.327655574474,29.3493554138957,-0.819740085945206,8.5,9.408932008661221,3.954110297225861,2.25,3.75,0.2999999999999998,,,10067411.25,13592.823202322465
2022-03-10 18:50:00,13586.25,13587.0,13561.0,13564.25,1646959800,1316,2022-03-10 18:50:00,2022-03-11,13566.29331416002,26.8379418479824,-2.5114135659133012,26.0,12.425489825268272,7.235181152275704,-22.0,7.25,3.5,,,17850553.0,13589.817660458797
2022-03-10 18:55:00,13563.0,13565.25,13558.0,13563.75,1646960100,1074,2022-03-10 18:55:00,2022-03-11,13566.251275909442,24.490804427388408,-2.3471374205939917,7.25,11.484491675219495,6.056057306407395,0.75,7.25,0.0,,,14567467.5,13587.756808980494
2022-03-10 19:00:00,13563.75,13565.75,13523.0,13523.75,1646960400,2769,2022-03-10 19:00:00,2022-03-11,13565.548775481187,19.18763803470234,-5.3031663926860695,42.75,17.169129552452315,12.227683250696959,-40.0,13.5,6.25,,,37447263.75,13576.919408095879
2022-03-10 19:05:00,13524.25,13539.75,13521.25,13532.75,1646960700,1473,2022-03-10 19:05:00,2022-03-11,13565.006646960837,15.072095235059166,-4.115542799643173,18.5,17.411105997460986,11.549922659661148,8.5,14.7,1.1999999999999993,,,19933740.75,13573.269801424805
2022-03-10 19:10:00,13533.5,13538.75,13527.75,13534.75,1646961000,764,2022-03-10 19:10:00,2022-03-11,13564.506537093715,11.485804648757195,-3.5862905863019705,11.0,16.245450361558987,9.677209448813667,1.25,14.5,-0.1999999999999993,,,10340549.0,13571.686824269807
2022-03-10 19:15:00,13535.75,13547.0,13532.75,13544.25,1646961300,1053,2022-03-10 19:15:00,2022-03-11,13564.171718298778,8.973202812954403,-2.5126018358027924,14.25,15.882641204911899,9.463171367211181,8.5,11.8,-2.6999999999999993,,,14262095.25,13570.216096518021
2022-03-10 19:20:00,13543.75,13545.0,13510.0,13511.25,1646961600,1534,2022-03-10 19:20:00,2022-03-11,13563.296979153343,4.091588255650589,-4.881614557303814,35.0,19.358524622200644,13.651685664081876,-32.5,18.15,6.349999999999998,,,20726257.5,13565.944966474644
2022-03-10 19:25:00,13510.75,13516.0,13500.0,13512.75,1646961900,2366,2022-03-10 19:25:00,2022-03-11,13562.46149189461,-0.21265815637025254,-4.3042464120208415,16.0,18.747883781800528,11.533197361521534,2.0,10.55,-7.599999999999998,13500.0,,31971166.5,13560.599260958206
2022-03-10 19:30:00,13513.25,13516.0,13500.0,13512.25,1646962200,1522,2022-03-10 19:30:00,2022-03-11,13561.631549879823,-4.146169494246478,-3.9335113378762254,16.0,18.248268548745887,9.618070568517618,-1.0,9.05,-1.5,13500.0,,20565644.5,13557.663508337988
2022-03-10 19:35:00,13511.5,13523.5,13510.5,13520.0,1646962500,1300,2022-03-10 19:35:00,2022-03-11,13560.94342508842,-7.089949941780404,-2.9437804475339258,13.0,17.294037903519364,9.414785010605325,8.5,10.5,1.4499999999999993,,,17576000.0,13555.806474247136
2022-03-10 19:40:00,13520.5,13529.0,13514.25,13527.0,1646962800,1155,2022-03-10 19:40:00,2022-03-11,13560.382376739852,-9.193344085626105,-2.1033941438457013,14.75,16.831485557424934,8.884824099586174,6.5,10.1,-0.40000000000000036,,,15623685.0,13554.597525525962
2022-03-10 19:45:00,13526.5,13533.0,13515.5,13519.5,1646963100,1063,2022-03-10 19:45:00,2022-03-11,13559.706634975557,-11.674407356820566,-2.4810632711944614,17.5,16.953033637893128,8.542128808752324,-7.0,5.0,-5.1,,,14371228.5,13553.292296389589
2022-03-10 19:50:00,13519.5,13521.0,13510.0,13515.25,1646963400,935,2022-03-10 19:50:00,2022-03-11,13558.971814562738,-14.238199933293926,-2.563792576473359,11.0,15.870663885548923,7.761741752615538,-4.25,5.45,0.4500000000000002,,,12636758.75,13552.08732511264
2022-03-10 19:55:00,13515.5,13517.0,13508.0,13508.75,1646963700,632,2022-03-10 19:55:00,2022-03-11,13558.141701925337,-17.050480092657352,-2.812280159363427,9.0,14.621452269994574,7.57778870668544,-6.75,6.6,1.1499999999999995,,,8537530.0,13551.178924413784
2022-03-10 20:00:00,13508.75,13526.0,13503.75,13525.25,1646964000,1104,2022-03-10 20:00:00,2022-03-11,13557.598037430704,-18.27428467970106,-1.223804587043709,22.25,16.00846094817738,9.200008941833541,16.5,8.2,1.5999999999999996,,,14931876.0,13550.263053911374
2022-03-10 20:05:00,13525.25,13539.0,13520.0,13530.75,1646964300,1541,2022-03-10 20:05:00,2022-03-11,13557.154268216973,-18.924683362682813,-0.6503986829817521,19.0,16.552377139417857,8.527280043318353,5.5,8.0,-0.1999999999999993,,13539.0,20850885.75,13549.346185510429
2022-03-10 20:10:00,13531.5,13533.75,13527.5,13529.0,1646964600,503,2022-03-10 20:10:00,2022-03-11,13556.688908411734,-19.625821366606893,-0.7011380039240791,6.25,14.679217659523701,7.431410944533198,-2.5,7.1,-0.9000000000000004,,,6805087.0,13549.03884501036
2022-03-10 20:15:00,13529.25,13530.5,13524.25,13528.25,1646964900,560,2022-03-10 20:15:00,2022-03-11,13556.218843809887,-20.293263162069337,-0.6674417954624445,6.25,13.146632630519392,6.262063500072617,-1.0,6.45,-0.6499999999999995,,,7575820.0,13548.69501461945
2022-03-10 20:20:00,13527.5,13527.5,13515.25,13517.75,1646965200,674,2022-03-10 20:20:00,2022-03-11,13555.582995151874,-21.696441721253677,-1.4031785591843402,12.25,12.983608515879503,6.896233772786687,-9.75,7.05,0.5999999999999996,,,9110963.5,13548.09104334984
2022-03-10 20:25:00,13518.25,13518.75,13500.75,13516.0,1646965500,1288,2022-03-10 20:25:00,2022-03-11,13554.928730769198,-23.075024845089185,-1.378583123835508,18.0,13.895679694810502,6.05146399591638,-2.25,4.2,-2.8499999999999996,,,17408608.0,13546.937159766618
2022-03-10 20:30:00,13516.0,13521.25,13504.0,13518.0,1646965800,909,2022-03-10 20:30:00,2022-03-11,13554.318338525078,-24.13448993948827,-1.0594650943990835,17.25,14.505556113935866,5.314834178477038,2.0,3.5,-0.7000000000000002,,,12287862.0,13546.22101824122
2022-03-10 20:35:00,13518.0,13523.5,13513.75,13518.75,1646966100,570,2022-03-10 20:35:00,2022-03-11,13553.730432103175,-25.002165312583227,-0.8676753730949578,9.75,13.640909547765709,4.484864327844849,0.75,3.15,-0.3500000000000001,,,7705687.5,13545.801219839143
2022-03-10 20:40:00,13518.75,13522.5,13510.5,13511.25,1646966400,699,2022-03-10 20:40:00,2022-03-11,13553.028276200643,-26.344254183627985,-1.3420888710447585,12.0,13.342562357262853,5.03307081369124,-7.5,4.45,1.3000000000000003,,,9444363.75,13545.165642516908
2022-03-10 20:45:00,13511.0,13512.75,13487.5,13490.5,1646966700,1622,2022-03-10 20:45:00,2022-03-11,13551.994750974185,-29.156293926872554,-2.8120397432445685,25.25,15.507551019578699,7.845239756656469,-20.5,6.6,2.1499999999999995,,,21881591.0,13542.927746649504
2022-03-10 20:50:00,13490.75,13500.0,13481.0,13500.0,1646967000,1432,2022-03-10 20:50:00,2022-03-11,13551.135333602711,-30.91461710093966,-1.7583231740671081,19.0,16.142541743291662,8.100650709991656,9.25,8.0,1.4000000000000004,,,19332000.0,13541.430352227608
2022-03-10 20:55:00,13500.0,13500.25,13491.0,13493.25,1646967300,738,2022-03-10 20:55:00,2022-03-11,13550.178551229114,-32.99573183119357,-2.081114730253905,9.25,14.889352335420451,7.855077853629537,-6.75,8.95,0.9499999999999993,,,9958018.5,13540.5795207102
2022-03-10 21:00:00,13493.25,13500.0,13485.5,13489.75,1646967600,747,2022-03-10 21:00:00,2022-03-11,13549.179732200533,-35.11045186074074,-2.114720029547172,14.5,14.818561001707641,7.063245516605985,-3.5,9.5,0.5500000000000007,,,10076843.25,13539.686915228736
2022-03-10 21:05:00,13490.0,13493.5,13484.5,13488.0,1646967900,562,2022-03-10 21:05:00,2022-03-11,13548.168496957549,-37.1150954684854,-2.0046436077446614,9.0,13.76064081957898,6.142655422677624,-2.0,8.4,-1.0999999999999996,,,7580256.0,13539.01294663573
2022-03-10 21:10:00,13487.75,13490.25,13478.25,13479.25,1646968200,684,2022-03-10 21:10:00,2022-03-11,13547.029348247506,-39.56823569080707,-2.4531402223216716,12.0,13.440524306928255,6.571263527645328,-8.5,6.0,-2.4000000000000004,,,9219807.0,13538.079321213228
2022-03-10 21:15:00,13479.25,13480.0,13458.0,13478.25,1646968500,2523,2022-03-10 21:15:00,2022-03-11,13545.892499516143,-41.814176796833976,-2.2459411060269048,22.0,14.996792614759482,5.558306522618905,-1.0,4.35,-1.6500000000000004,,,34005624.75,13534.819568315805
2022-03-10 21:20:00,13478.25,13479.75,13472.75,13476.0,1646968800,673,2022-03-10 21:20:00,2022-03-11,13544.737251590257,-43.96802278030782,-2.1538459834738433,7.0,13.542830321166848,4.9567962457791035,-2.25,3.45,-0.8999999999999995,,,9069348.0,13533.976963601532
2022-03-10 21:25:00,13476.0,13484.0,13472.75,13474.0,1646969100,661,2022-03-10 21:25:00,2022-03-11,13543.56804082017,-46.01602422349677,-2.0480014431889515,11.25,13.125952080954693,4.419196928364721,-2.0,3.15,-0.30000000000000027,,,8906314.0,13533.144806993976
2022-03-10 21:30:00,13474.0,13479.75,13454.75,13477.75,1646969400,1950,2022-03-10 21:30:00,2022-03-11,13542.48013931901,-47.51315343113784,-1.4971292076410663,25.0,15.284869884417477,4.297524759571136,3.75,3.5,0.3500000000000001,13454.75,,26281612.5,13530.966591720271
2022-03-10 21:35:00,13479.0,13483.75,13468.5,13472.75,1646969700,964,2022-03-10 21:35:00,2022-03-11,13541.327575032745,-49.19830715926639,-1.6851537281285545,15.25,15.278529905432482,4.652520257830929,-6.25,3.05,-0.4500000000000002,,,12987731.0,13529.856497873603
2022-03-10 21:40:00,13472.75,13487.0,13471.75,13482.25,1646970000,928,2022-03-10 21:40:00,2022-03-11,13540.351086189228,-49.91052948166334,-0.712222322396947,15.25,15.273342649899304,5.533880210952578,9.5,4.75,1.7000000000000002,,,12511528.0,13528.998373249422
2022-03-10 21:45:00,13483.75,13489.5,13476.75,13484.75,1646970300,746,2022-03-10 21:45:00,2022-03-11,13539.432059971225,-50.292251920828235,-0.38172243916489634,12.75,14.81455307719034,4.709538354415746,1.0,4.5,-0.25,,,10059623.5,13528.3663625572
2022-03-10 21:50:00,13484.75,13495.0,13481.0,13492.75,1646970600,809,2022-03-10 21:50:00,2022-03-11,13538.66045567418,-49.941708221096405,0.35054369973182986,14.0,14.666452517701186,5.307804108158337,8.0,5.7,1.2000000000000002,,,10915634.75,13527.823098533127
2022-03-10 21:55:00,13493.0,13496.5,13488.75,13496.5,1646970900,580,2022-03-10 21:55:00,2022-03-11,13537.963588638244,-49.26345865446821,0.678249566628196,7.75,13.408915696300971,4.979112452129549,3.5,5.65,-0.04999999999999982,,,7827970.0,13527.484268342721
2022-03-10 22:00:00,13496.25,13499.25,13493.75,13495.5,1646971200,529,2022-03-10 22:00:00,2022-03-11,13537.26171114009,-48.66331885331799,0.6001398011502204,5.5,11.97093102424625,4.210182915378722,-0.75,4.55,-1.1000000000000005,,,7139119.5,13527.171791604336
2022-03-10 22:05:00,13495.5,13510.75,13494.25,13507.75,1646971500,767,2022-03-10 22:05:00,2022-03-11,13536.773914261741,-47.09216648599184,1.5711523673261496,16.5,12.794398110746931,5.671967839855318,12.25,5.1,0.5499999999999998,,13510.75,10360444.25,13526.90052172488
2022-03-10 22:10:00,13508.0,13509.5,13489.5,13492.5,1646971800,945,2022-03-10 22:10:00,2022-03-11,13536.04211402601,-46.80816228919326,0.2840041967985769,20.0,14.10450754515658,7.458882778063442,-15.5,8.0,2.9000000000000004,,,12750412.5,13526.318547593046
2022-03-10 22:15:00,13492.25,13505.0,13491.25,13498.0,1646972100,642,2022-03-10 22:15:00,2022-03-11,13535.413318752853,-46.056574806286065,0.7515874829071976,13.75,14.040051627855384,7.148176818415544,5.75,7.55,-0.4500000000000002,,,8665716.0,13525.996774393374
2022-03-10 22:20:00,13498.75,13508.0,13497.75,13508.0,1646972400,489,2022-03-10 22:20:00,2022-03-11,13534.960206046195,-44.52886530547877,1.5277095008072976,10.25,13.350951331881678,7.530326487794536,9.25,8.7,1.1499999999999995,,,6605412.0,13525.84235392174
2022-03-10 22:25:00,13508.0,13508.5,13499.5,13501.5,1646972700,343,2022-03-10 22:25:00,2022-03-11,13534.407144789233,-43.5991276641791,0.929737641299667,9.0,12.559869271539554,7.3429943991046205,-6.5,9.85,1.1500000000000004,,,4631014.5,13525.696723527462
2022-03-10 22:30:00,13501.25,13506.0,13498.75,13501.75,1646973000,386,2022-03-10 22:30:00,2022-03-11,13533.867357272056,-42.68058603280928,0.9185416313698198,7.25,11.594438494895998,6.098813599267417,0.5,7.5,-2.3499999999999996,,,5211675.5,13525.536578076542
2022-03-10 22:35:00,13502.75,13503.5,13495.5,13498.0,1646973300,427,2022-03-10 22:35:00,2022-03-11,13533.274508391527,-42.0880998215067,0.5924862113025782,8.0,10.940904223096727,5.853574763036978,-4.75,5.35,-2.1500000000000004,,,5763646.0,13525.334360919065
2022-03-10 22:40:00,13497.75,13504.75,13494.75,13503.75,1646973600,422,2022-03-10 22:40:00,2022-03-11,13532.78649998836,-41.04397183485501,1.044127986651695,10.0,10.76983072798823,5.880197533393891,6.0,5.4,0.05000000000000071,,,5698582.5,13525.178839127168
2022-03-10 22:45:00,13503.75,13507.0,13499.5,13501.0,1646973900,396,2022-03-10 22:45:00,2022-03-11,13532.261103294339,-40.261342351613706,0.7826294832413012,7.5,10.175316050172189,5.311070709140456,-2.75,4.1,-1.3000000000000007,,,5346396.0,13525.016454955567
2022-03-10 22:50:00,13503.0,13508.0,13496.75,13497.0,1646974200,329,2022-03-10 22:50:00,2022-03-11,13531.678275140714,-39.8146969747417,0.4466453768720058,11.25,10.370713131959063,5.436330580205827,-6.0,4.0,-0.09999999999999964,,,4440513.0,13524.860999612096
2022-03-10 22:55:00,13496.75,13497.75,13490.0,13491.5,1646974500,504,2022-03-10 22:55:00,2022-03-11,13531.01417141938,-39.79065493031273,0.024042044428966847,7.75,9.894219835239234,5.402452292895677,-5.25,4.95,0.9500000000000002,,,6799716.0,13524.57981587705
2022-03-10 23:00:00,13491.5,13493.25,13482.0,13490.75,1646974800,1021,2022-03-10 23:00:00,2022-03-11,13530.348647924844,-39.77529436987524,0.01536056043749312,11.25,10.140725319741192,4.556551876005554,-0.75,4.15,-0.7999999999999998,,,13774055.75,13524.011887927916
