time,open,high,low,close,EMA,VWAP,Volume,Volume MA,Amplitude
2022-01-30T19:15:00-06:00,14399.75,14401.25,14376.5,14384.5,14355.767065942171,14399.226563347876,1222,985.9,25.341748646066055
2022-01-30T19:20:00-06:00,14384.75,14389.25,14378,14383,14356.73967072995,14398.899900091406,648,982.2,24.43260357212631
2022-01-30T19:25:00-06:00,14381.75,14396.25,14381,14391.75,14357.990039632452,14398.694371700545,714,953.95,23.840177535214938
2022-01-30T19:30:00-06:00,14391.25,14402.75,14385,14390.5,14359.151109645578,14398.568837483725,692,943.2,23.44726285552365
2022-01-30T19:35:00-06:00,14392.25,14402.5,14388.5,14395,14360.431427158235,14398.518007869994,523,923.55,22.837762026135028
2022-01-30T19:40:00-06:00,14395.5,14417,14395.5,14412.25,14362.282090474013,14398.74359613861,790,901.8,22.751454798642445
2022-01-30T19:45:00-06:00,14413,14424,14398.25,14415.25,14364.173801528512,14399.154749366657,1050,906.1,22.94490932776229
2022-01-30T19:50:00-06:00,14415,14422.25,14408.25,14409.25,14365.783665759636,14399.409257344103,646,877.7,22.36781840339053
2022-01-30T19:55:00-06:00,14410.25,14416.5,14403.5,14407.5,14367.273534839649,14399.53551196454,469,835.65,21.763443022526623
2022-01-30T20:00:00-06:00,14408.5,14414.5,14400.25,14407.5,14368.710194309662,14399.654157608697,554,798,21.278704763008776
2022-01-30T20:05:00-06:00,14407.75,14414,14400.5,14413,14370.291973084317,14399.851844460409,781,795,20.776852842814662
2022-01-30T20:10:00-06:00,14413.75,14433.5,14413,14427.5,14372.335116902734,14400.624028909282,1207,820.3,20.758991369084683
2022-01-30T20:15:00-06:00,14429.25,14456.75,14426.75,14448,14375.037434156207,14402.39837820465,1661,826.2,21.355185474305024
2022-01-30T20:20:00-06:00,14447,14449.25,14441.25,14445.25,14377.545025793486,14402.941240724465,519,817.35,20.49356060499502
2022-01-30T20:25:00-06:00,14446,14454,14432,14435.25,14379.605917729434,14403.586717762953,718,830.6,20.59075024338244
2022-01-30T20:30:00-06:00,14435.75,14451.5,14434.75,14440.5,14381.780706381955,14404.192914207002,664,818.55,20.342959905099704
2022-01-30T20:35:00-06:00,14439.75,14442.5,14434.25,14439,14383.824252582599,14404.527441971031,416,795.05,19.562768943480368
2022-01-30T20:40:00-06:00,14437,14446.5,14436,14442.5,14385.919814990364,14404.892892423572,425,769.25,18.978074172933248
2022-01-30T20:45:00-06:00,14443.25,14451,14440.5,14448,14388.136964454994,14405.330410462006,459,744.15,18.43110164564723
2022-01-30T20:50:00-06:00,14448,14479.75,14445.5,14467.25,14390.962430010173,14407.344254043408,1547,785.25,19.451675733024828
2022-01-30T20:55:00-06:00,14467.25,14486,14466,14475.25,14393.972700366952,14409.186649586632,1251,786.7,19.487051492184516
2022-01-30T21:00:00-06:00,14474.75,14478.25,14470.75,14477.75,14396.964746782418,14409.747939970965,396,774.1,18.713693331398417
2022-01-30T21:05:00-06:00,14477.25,14480.75,14470,14471.5,14399.626720111617,14410.353350321073,445,760.65,18.199906664856584
2022-01-30T21:10:00-06:00,14472,14479.5,14470.5,14474,14402.282908679059,14410.80306545994,333,742.7,17.606364299381966
2022-01-30T21:15:00-06:00,14473.5,14477.75,14471.5,14475,14404.879947654807,14411.156938904782,265,729.8,16.873695634905708
2022-01-30T21:20:00-06:00,14474.75,14490,14473.75,14481.5,14407.616378095707,14411.945549750832,541,717.35,16.833457206847275
2022-01-30T21:25:00-06:00,14482.75,14483,14469.5,14469.5,14409.826507449432,14412.572157379773,494,689.55,16.618395451566805
2022-01-30T21:30:00-06:00,14470.75,14492,14468.25,14484.75,14412.502346469095,14413.682483256569,799,697.2,17.078498970820558
2022-01-30T21:35:00-06:00,14484,14497.5,14483.75,14490.5,14415.28797695234,14414.95559555362,837,715.6,16.86375710173536
2022-01-30T21:40:00-06:00,14492.5,14500,14487.25,14492.25,14418.036620632614,14415.865328850048,595,717.65,16.59835341775243
2022-01-30T21:45:00-06:00,14491.75,14497.5,14485,14492.25,14420.687098467164,14416.737383009007,596,708.4,16.33394351983292
2022-01-30T21:50:00-06:00,14491.25,14492.75,14485.5,14490,14423.162559236194,14417.231183105256,354,665.75,15.747882647585635
2022-01-30T21:55:00-06:00,14489.5,14500.75,14488.75,14494,14425.692467834902,14418.157207420747,632,614.3,15.50608376709624
2022-01-30T22:00:00-06:00,14492.75,14493,14487.75,14488.75,14427.944522555084,14418.602946072424,330,604.85,14.84440094341261
2022-01-30T22:05:00-06:00,14489,14492.75,14487.25,14490.25,14430.169718178116,14418.931452823106,245,581.2,14.241536366418249
2022-01-30T22:10:00-06:00,14489.25,14494.75,14488.75,14494.5,14432.467228243184,14419.394643067952,337,564.85,13.709824342778361
2022-01-30T22:15:00-06:00,14493.25,14500.25,14492,14499.5,14434.861255805927,14419.896424051605,348,561.45,13.357577610986208
2022-01-30T22:20:00-06:00,14499,14499.25,14493.25,14493.75,14436.96442524143,14420.18761530514,209,550.65,12.88289518447097
2022-01-30T22:25:00-06:00,14494.5,14498,14490,14490,14438.858552911379,14420.558770625696,279,541.65,12.567869688698648
2022-01-30T22:30:00-06:00,14490,14494.75,14479,14487,14440.5778903074,14421.357755937157,664,497.5,12.773168418460026
2022-01-30T22:35:00-06:00,14487,14491.25,14483.75,14488.75,14442.298322796421,14421.696380354442,282,449.05,12.43296400436583
2022-01-30T22:40:00-06:00,14490,14492.5,14487,14489,14443.966239839407,14422.13994635026,365,447.5,11.985676004084164
2022-01-30T22:45:00-06:00,14488,14490.5,14485.25,14486.75,14445.494231273713,14422.347801877124,178,434.15,11.551116261885186
2022-01-30T22:50:00-06:00,14486.25,14488.75,14482.25,14483,14446.833723013937,14422.589579996436,218,428.4,11.225237793376465
2022-01-30T22:55:00-06:00,14484,14484.75,14479.5,14481.5,14448.071804334868,14422.944316680816,338,432.05,10.839738580900564
2022-01-30T23:00:00-06:00,14481.5,14486.5,14475,14476.75,14449.096025608622,14423.264177660505,322,421.1,10.882336091810204
2022-01-30T23:05:00-06:00,14476.75,14477.5,14457,14459.25,14449.458667551171,14423.948219938758,957,444.25,11.502830537499868
2022-01-30T23:10:00-06:00,14458.75,14467,14455.75,14463.75,14449.969072281487,14424.208901736416,397,424.15,11.486518889919232
2022-01-30T23:15:00-06:00,14463.75,14468.75,14462,14464.5,14450.488033985719,14424.42753387904,313,397.95,11.180937026053474
2022-01-30T23:20:00-06:00,14463.75,14473.75,14462.75,14469.75,14451.175961343371,14424.722470250721,392,387.8,11.169263669533896
2022-01-30T23:25:00-06:00,14469.75,14476.25,14468,14474,14451.991105581108,14424.889023750715,205,368.25,10.980924077951064
2022-01-30T23:30:00-06:00,14474,14483.75,14473.75,14480.75,14453.018208953212,14425.374465588058,531,377.1,10.917638653567124
2022-01-30T23:35:00-06:00,14480.75,14495.75,14478.5,14494.5,14454.499701490597,14425.953740778888,543,372.65,11.326178095272471
2022-01-30T23:40:00-06:00,14493,14493,14484.5,14489,14455.73185500879,14426.220056305558,256,368.95,11.14384402460973
2022-01-30T23:45:00-06:00,14488,14488.5,14479.25,14483.5,14456.72357447276,14426.54655995876,345,373.95,11.02166053915104
2022-01-30T23:50:00-06:00,14483.75,14492.25,14482,14488.5,14457.85844681302,14427.12440524686,581,386.15,10.971875988238068
2022-01-30T23:55:00-06:00,14488.25,14492.5,14486,14488.25,14458.94385942684,14427.433972664923,309,384.2,10.683367859964644
2022-01-31T00:00:00-06:00,14488.5,14502.5,14484.25,14492.75,14460.151221590168,14428.415543382202,935,420.5,11.171537675450796
2022-01-31T00:05:00-06:00,14492,14496,14490,14494.25,14461.369035104804,14428.823031894912,395,426.3,10.83789008348623
2022-01-31T00:10:00-06:00,14495,14495.75,14476.5,14482,14462.105855279633,14429.368853790138,621,424.15,11.38060685229357
2022-01-31T00:15:00-06:00,14482.5,14484.5,14475.75,14477,14462.637789019645,14429.633085821477,340,427.05,11.210890281177855
2022-01-31T00:20:00-06:00,14477.25,14493.5,14473.25,14492,14463.6864394118,14430.12702415818,563,436.95,11.794058650134122
2022-01-31T00:25:00-06:00,14492,14495.75,14484,14485.5,14464.465495147093,14430.523546235729,442,450.15,11.791216156577082
2022-01-31T00:30:00-06:00,14485.75,14493.25,14481,14481.75,14465.082798891839,14430.801346736898,331,455.8,11.82081511421727
2022-01-31T00:35:00-06:00,14483,14483,14464.75,14469.25,14465.231627502844,14431.163832010237,575,467.65,12.235601235880672
2022-01-31T00:40:00-06:00,14470,14474.25,14461.5,14472.25,14465.482283663458,14431.4061981539,421,472.6,12.26878825292063
2022-01-31T00:45:00-06:00,14473.5,14475.75,14469.5,14473,14465.75077353262,14431.527437327997,195,434.5,11.880479333377362
2022-01-31T00:50:00-06:00,14472.75,14474,14461.5,14462.75,14465.643603049311,14431.681605409585,298,429.55,11.920448408643338
2022-01-31T00:55:00-06:00,14463.25,14471.25,14458,14469.25,14465.772402940407,14431.871066841362,369,432.35,12.006225930666348
2022-01-31T01:00:00-06:00,14468.75,14468.75,14437.25,14455,14465.387674263964,14432.297720361043,1341,479.8,13.263888773849164
2022-01-31T01:05:00-06:00,14456,14458.5,14439.25,14442.25,14464.561328754537,14432.445526388025,712,505.15,13.65008949811696
2022-01-31T01:10:00-06:00,14442.5,14455.5,14435,14450,14464.041281299018,14432.574687875836,627,509.95,14.092019207915866
2022-01-31T01:15:00-06:00,14449.5,14460.75,14448.75,14458.25,14463.834449824053,14432.820713152376,744,520,13.957050226760003
2022-01-31T01:20:00-06:00,14457.75,14461.5,14437.75,14441.5,14463.036790901766,14432.945799400915,632,538.8,14.588853437936777
2022-01-31T01:25:00-06:00,14442.5,14456.25,14439.25,14455,14462.749762655274,14433.076340504987,544,548.75,14.744411280650533
2022-01-31T01:30:00-06:00,14454.25,14463.25,14444.75,14446.5,14462.169413989015,14433.238688157784,638,551.6,14.986707327060177
2022-01-31T01:35:00-06:00,14446.5,14448.25,14436.5,14445.25,14461.565149203692,14433.305584139396,483,560.3,14.777887499507907
2022-01-31T01:40:00-06:00,14444.75,14454,14440.5,14453.75,14461.286036732132,14433.405973612207,457,536.4,14.695443144700945
2022-01-31T01:45:00-06:00,14454,14454,14438.25,14442.5,14460.615106848842,14433.474772869991,441,538.7,14.763479070849272
2022-01-31T01:50:00-06:00,14442.25,14466,14442,14464,14460.735995889954,14433.7452353196,846,549.95,15.359383646923511
2022-01-31T01:55:00-06:00,14464.75,14478.5,14463.25,14475,14461.24542460817,14434.284482113208,1060,585.95,15.352326637444575
2022-01-31T02:00:00-06:00,14474.75,14474.75,14437.5,14443.25,14460.602730872164,14434.695001419315,1813,648.45,16.765079757609442
2022-01-31T02:05:00-06:00,14443.25,14453.5,14424.5,14451.5,14460.277633341015,14434.903650519973,1957,724.2,17.5544294506669
2022-01-31T02:10:00-06:00,14451.75,14475.75,14450.5,14465.5,14460.46414643598,14435.44823349263,1520,783.65,18.05091787320452
2022-01-31T02:15:00-06:00,14465.75,14490.5,14448.25,14450.75,14460.117212634694,14436.07190911322,1864,848.1,19.612148978159066
2022-01-31T02:20:00-06:00,14449.75,14474.5,14428,14460,14460.11302646917,14436.482406468,1923,923.2,21.346849044084287
2022-01-31T02:25:00-06:00,14459,14480,14454.25,14467.5,14460.376846952413,14436.838308573737,992,963.05,21.630923299304655
2022-01-31T02:30:00-06:00,14468,14477,14460,14474.25,14460.872316704112,14437.134424975824,763,986.3,21.332154054188226
2022-01-31T02:35:00-06:00,14474.5,14486.75,14472.5,14483.75,14461.689376821821,14437.503926186546,735,1004.6,20.87524088940189
2022-01-31T02:40:00-06:00,14483,14499.5,14475,14498.75,14463.012970506756,14438.060551157585,916,983.35,21.109096315892092
2022-01-31T02:45:00-06:00,14498.25,14501.25,14491.5,14497.75,14464.253578702943,14438.578536017803,784,986.95,20.37625139228615
2022-01-31T02:50:00-06:00,14498,14533.5,14486,14527,14466.494522320694,14440.511498756148,2293,1070.25,22.126170657299948
2022-01-31T02:55:00-06:00,14527.5,14531,14518,14524.25,14468.557217952099,14441.544124650918,1137,1089.9,21.53738545360318
2022-01-31T03:00:00-06:00,14524,14539.25,14518.5,14534,14470.894460168096,14442.966688324135,1500,1133.3,21.486586392080394
2022-01-31T03:05:00-06:00,14534,14539,14520.25,14532.75,14473.103586590663,14443.728781495598,823,1147.25,21.310032431301014
2022-01-31T03:10:00-06:00,14533,14544.5,14525.5,14541.75,14475.555244212424,14444.494650455714,782,1154.45,21.160998080894498
2022-01-31T03:15:00-06:00,14542.5,14543.5,14521.25,14537.25,14477.758628347696,14445.89160008934,1514,1206,21.231256269223884
2022-01-31T03:20:00-06:00,14537,14541.75,14524.75,14532.5,14479.713677335278,14446.474059131526,653,1215.8,20.958271993790085
2022-01-31T03:25:00-06:00,14532.25,14539.25,14526.5,14536.5,14481.741760287588,14446.874125945404,448,1216.15,20.428706058706855
2022-01-31T03:30:00-06:00,14536.25,14537,14523,14532.75,14483.56348313446,14447.226439400856,413,1194.5,20.013950829112865
2022-01-31T03:35:00-06:00,14532.25,14541.5,14531.25,14538,14485.507644451087,14447.693750525905,516,1167.3,19.384018517557195
2022-01-31T03:40:00-06:00,14537.75,14547,14525,14527.5,14487.007371434976,14448.336178617357,750,1114.15,19.552791516424474
2022-01-31T03:45:00-06:00,14528.25,14543.25,14528,14534.75,14488.7124653123,14448.78201095391,514,1042,19.275192063751927
2022-01-31T03:50:00-06:00,14532.75,14536.75,14512.5,14517.75,14489.749520122574,14449.405863327958,858,1008.9,19.59614741447761
2022-01-31T03:55:00-06:00,14518.75,14522.5,14508,14522.25,14490.910251546768,14450.150473238551,1117,971.55,19.267363710317763
2022-01-31T04:00:00-06:00,14522.5,14526.75,14512.5,14525,14492.127742562954,14450.609486870606,663,908.55,18.943662825781132
2022-01-31T04:05:00-06:00,14525,14526.25,14502,14508.75,14492.721394614277,14451.072497549369,778,897.85,19.286007159601706
2022-01-31T04:10:00-06:00,14509.25,14509.25,14481.75,14495.75,14492.829559092337,14451.680779569888,1437,931.55,19.815942181562885
2022-01-31T04:15:00-06:00,14495.75,14509.25,14495.75,14506.25,14493.308860553325,14452.240684729599,1143,951.95,19.408462040816893
2022-01-31T04:20:00-06:00,14505,14510,14492,14502.5,14493.637115533564,14452.522674692329,612,936.75,19.317593522054512
2022-01-31T04:25:00-06:00,14503.75,14513.25,14496,14496.5,14493.739361407364,14452.812046861385,630,929.05,19.184200391599383
2022-01-31T04:30:00-06:00,14496.5,14504.75,14486.75,14497.25,14493.864741357102,14453.142756070696,825,855.65,19.107800366334907
2022-01-31T04:35:00-06:00,14497,14497,14476.75,14478,14493.298143451491,14453.42470861831,1002,848.9,19.181490665281043
2022-01-31T04:40:00-06:00,14478,14500,14472.25,14495,14493.35892404251,14453.667905523009,751,811.45,19.734297719133878
2022-01-31T04:45:00-06:00,14494,14505.5,14490.5,14497,14493.488962469562,14453.968315565091,757,808.15,19.42885915660911
2022-01-31T04:50:00-06:00,14497.5,14507,14490.25,14499.5,14493.703642381364,14454.185773098401,539,796,19.25602953360207
2022-01-31T04:55:00-06:00,14497.5,14503.75,14489.5,14498.75,14493.883869439172,14454.406933964365,574,749,18.933059886272904
2022-01-31T05:00:00-06:00,14498.25,14512,14484,14490.75,14493.77194553063,14454.994106773463,1620,797.35,19.51802376457788
2022-01-31T05:05:00-06:00,14490.75,14503.75,14485.25,14499.25,14493.967590333108,14455.13324443742,386,794.25,19.452344812024467
2022-01-31T05:10:00-06:00,14498.75,14505.75,14480.75,14483.5,14493.59374782121,14455.322162309933,621,804.65,19.81025804995837
2022-01-31T05:15:00-06:00,14484.5,14500.75,14482,14489,14493.429685399025,14455.602044364037,917,824.7,19.741854304799766
2022-01-31T05:20:00-06:00,14489,14500.75,14482.25,14484.25,14493.101839491917,14455.77445741874,598,817.1,19.66173467223204
2022-01-31T05:25:00-06:00,14484.25,14490.75,14466.75,14477,14492.526773795778,14455.982114622253,1087,845.75,19.94162275789449
2022-01-31T05:30:00-06:00,14478,14488,14470.5,14487.25,14492.338317588787,14456.153118431754,778,841.75,19.78409870899807
2022-01-31T05:35:00-06:00,14486,14491.5,14479.75,14483.75,14492.031591960616,14456.332424408318,738,822.8,19.26576976003045
2022-01-31T05:40:00-06:00,14484.75,14489.5,14472.75,14475.25,14491.432249390595,14456.474430066482,743,826.8,19.103462033576875
2022-01-31T05:45:00-06:00,14474.5,14487,14472,14482.25,14491.104311912359,14456.571429266105,486,812.2,18.838722547539657
2022-01-31T05:50:00-06:00,14481.25,14495,14478.75,14482.25,14490.788086486917,14456.724775846718,643,772.5,18.671708189633872
2022-01-31T05:55:00-06:00,14480.75,14497.5,14480.75,14489.25,14490.73315482667,14456.873386735113,555,743.1,18.547727016109107
2022-01-31T06:00:00-06:00,14489.5,14495.75,14462.5,14462.5,14489.724827868575,14457.001897414051,939,759.45,19.496260757005295
2022-01-31T06:05:00-06:00,14462.5,14469.25,14430.25,14440.25,14487.957869730411,14456.814611132108,2235,839.7,20.754566514617856
2022-01-31T06:10:00-06:00,14438.75,14457,14436.5,14437,14486.137945811468,14456.695951475627,1118,854.35,20.738142868513478
2022-01-31T06:15:00-06:00,14438.5,14448.25,14428,14447.75,14484.766947746773,14456.55628027909,1151,861.8,20.706649780222286
2022-01-31T06:20:00-06:00,14447.75,14449,14399.75,14414.25,14482.248485327245,14455.82592614083,2655,957,22.548156246014397
2022-01-31T06:25:00-06:00,14413.75,14429.5,14413,14424,14480.168182279844,14455.426056948167,1554,996.85,22.157952617239275
2022-01-31T06:30:00-06:00,14423.75,14440.25,14417,14436.25,14478.599675769849,14455.242555346491,997,1019.75,22.228407287094804
2022-01-31T06:35:00-06:00,14437,14442.75,14429.5,14430.5,14476.88183020664,14455.09390301779,940,1038.05,21.64915520405643
2022-01-31T06:40:00-06:00,14432.25,14436.5,14415.75,14436.5,14475.439621984973,14454.904300009965,994,1006.75,21.5911451908915
2022-01-31T06:45:00-06:00,14435.5,14451.75,14430.5,14444,14474.316778342652,14454.791886236342,1183,1046.6,21.56913582373721
2022-01-31T06:50:00-06:00,14443.75,14452.5,14435.5,14439.75,14473.082250544701,14454.691376991093,1120,1071.55,21.274352867367067
2022-01-31T06:55:00-06:00,14440.75,14453.25,14437.5,14452.5,14472.347170168105,14454.651704732318,782,1064.8,20.91794300495629
2022-01-31T07:00:00-06:00,14452.75,14460.75,14438.5,14438.5,14471.138342662101,14454.549866728301,1614,1115.6,21.00388216592685
2022-01-31T07:05:00-06:00,14439.25,14439.75,14421.5,14433.5,14469.794116138455,14454.322213481131,1386,1130.55,20.82621234877028
2022-01-31T07:10:00-06:00,14432,14453.75,14432,14453.75,14469.221111990653,14454.255598258473,1201,1151.7,20.885811552075424
2022-01-31T07:15:00-06:00,14454,14459.25,14436.5,14437.25,14468.079286562415,14454.178526700902,1104,1170,21.00608177452217
2022-01-31T07:20:00-06:00,14438.25,14445.25,14430.75,14439,14467.040740613758,14454.057495019451,1094,1187.55,20.586334563262675
2022-01-31T07:25:00-06:00,14437.5,14442.75,14425.25,14437.5,14465.985714163267,14453.890291781712,1279,1227.2,20.3872162043425
2022-01-31T07:30:00-06:00,14438.25,14470.75,14429.25,14465,14465.950510086008,14453.908257932155,2378,1313.95,21.74933128793331
2022-01-31T07:35:00-06:00,14465,14475.5,14458.5,14467.5,14466.005849011508,14454.02945078568,1355,1353.95,21.442922817744062
2022-01-31T07:40:00-06:00,14468.5,14477.25,14460.5,14465,14465.969925832525,14454.146383683546,1290,1371.5,21.140153603696056
2022-01-31T07:45:00-06:00,14463.75,14470,14451.75,14466.75,14465.99778562422,14454.22251427485,1322,1325.85,20.953692080876955
2022-01-31T07:50:00-06:00,14466.75,14474.75,14465.75,14470,14466.140721851927,14454.338355752689,1104,1325.15,20.182486140175214
2022-01-31T07:55:00-06:00,14470.5,14484,14464.25,14471.25,14466.323196071502,14454.537820926033,1627,1348.95,20.154583808551006
2022-01-31T08:00:00-06:00,14472,14480.75,14464,14479.25,14466.784867640377,14454.679028948769,1085,1270.45,19.934933240257394
2022-01-31T08:05:00-06:00,14479.75,14490.5,14477.75,14484.75,14467.426479510365,14454.88542174966,1084,1246.95,19.471389160240786
2022-01-31T08:10:00-06:00,14484.5,14485,14463.25,14464,14467.304105242138,14455.013638119859,1269,1260.55,19.618396311192992
2022-01-31T08:15:00-06:00,14464.25,14471.75,14458.5,14460,14467.043244340633,14455.077950805164,1211,1274.1,19.207532033051507
2022-01-31T08:20:00-06:00,14460,14465.5,14451,14458.75,14466.747057042754,14455.10337196807,1214,1285.1,18.903820288983667
2022-01-31T08:25:00-06:00,14459,14488.5,14459,14487.5,14467.488233576942,14455.510327510241,2843,1368.1,19.58744478646859
2022-01-31T08:30:00-06:00,14488.25,14521.75,14416.25,14520.5,14469.381510949193,14458.84586138599,19813,2302.75,25.130190284115777
2022-01-31T08:35:00-06:00,14521,14553.25,14504,14551.5,14472.314314129579,14463.93163386419,12806,2903.95,26.686307039979276
2022-01-31T08:40:00-06:00,14552.25,14583.75,14548.5,14561,14475.481660053521,14469.581256002384,11611,3403.8,27.23880335998061
2022-01-31T08:45:00-06:00,14561,14575,14534.25,14543,14477.893029337325,14472.87297129459,8729,3770.95,28.110493465788313
2022-01-31T08:50:00-06:00,14542.5,14613.5,14511.75,14609.5,14482.593278289563,14477.876624449416,10730,4247.4,32.86142937122133
2022-01-31T08:55:00-06:00,14609.25,14634,14602.25,14629.75,14487.848875493508,14483.017715530175,8359,4610.15,32.78972425049737
2022-01-31T09:00:00-06:00,14629.75,14663.25,14626,14649,14493.60427279731,14489.317567521364,9417,5026.3,33.077483976271736
2022-01-31T09:05:00-06:00,14649.75,14707,14639.75,14705.75,14501.180905911693,14497.398958370197,10547,5489.7,35.28216242941549
2022-01-31T09:10:00-06:00,14706.75,14710.25,14674.25,14688,14507.853016414847,14504.22141784967,9297,5835.65,35.32847453074353
2022-01-31T09:15:00-06:00,14687.75,14709,14664,14672.25,14513.724337257174,14509.882229490171,8682,6202,35.95244391585685
2022-01-31T09:20:00-06:00,14673,14724.5,14664.5,14702.75,14520.475253783703,14514.935654562585,7547,6514.85,37.503899147091886
2022-01-31T09:25:00-06:00,14702.75,14715.25,14656.75,14661.25,14525.502923291428,14519.753639309278,8533,6875.4,38.85848629889241
2022-01-31T09:30:00-06:00,14661.25,14684.25,14647.25,14678.5,14530.967104602449,14523.478218166116,7330,7186.7,38.73858395702838
2022-01-31T09:35:00-06:00,14677.5,14697.5,14656,14672.75,14536.030779438075,14526.33149159048,5659,7388.3,38.916739830768485
2022-01-31T09:40:00-06:00,14674.25,14698.75,14650.5,14694.25,14541.681465886715,14529.70703421292,6716,7669.85,39.51888564813826
2022-01-31T09:45:00-06:00,14694,14694,14654.5,14676.5,14546.496413533618,14532.31287451079,5626,7896.95,39.51766721922611
2022-01-31T09:50:00-06:00,14677,14721.5,14668.75,14708.75,14552.291184478845,14536.041410693968,7148,8190.9,40.3713661083083
2022-01-31T09:55:00-06:00,14708.75,14717,14685.75,14715.75,14558.128999318886,14538.766582939228,5223,8391.5,39.78289087551422
2022-01-31T10:00:00-06:00,14714.25,14741.75,14710,14732.25,14564.347606486068,14542.33459665868,6266,8644.1,39.2646398512875
2022-01-31T10:05:00-06:00,14732.5,14735.75,14696.5,14697,14569.085191968708,14544.99390413636,5364,8770.15,39.26369534475282
2022-01-31T10:10:00-06:00,14696.75,14701.25,14662.5,14693.5,14573.528577969826,14547.638845142448,6467,8102.85,39.23055370960748
2022-01-31T10:15:00-06:00,14694,14702.75,14668.5,14677.25,14577.232914470904,14549.517595497675,4850,7705.05,38.90922766382635
2022-01-31T10:20:00-06:00,14677.5,14703.75,14662.5,14670.75,14580.572810382657,14551.519629595148,5481,7398.55,39.060245233902066
2022-01-31T10:25:00-06:00,14670.5,14690.75,14663,14672.75,14583.86485286899,14553.265122922854,5062,7215.2,38.33055199300516
2022-01-31T10:30:00-06:00,14673.5,14722.25,14664.25,14720,14588.726822409384,14555.7435981063,6086,6983,39.599548638617726
2022-01-31T10:35:00-06:00,14720.5,14732,14708.5,14715.5,14593.254435894763,14557.570738941877,4147,6772.4,38.56086808128755
