date,open,high,low,close,epoch_sec,volume,date,market_date,ema_120,ema_120_trend,ema_120_trend_change,amplitude_hl,amplitude_hl_ema10,amplitude_oc_ema10,diff,diff_sma,diff_sma_trend,local_min,local_max,vwap
2021-12-22 06:00:00,15980.0,15984.5,15955.5,15956.25,1640174400,9845,2021-12-22 06:00:00,2021-12-22,,,,29.0,34.56060890649545,19.0492042893245,-23.75,,,,,
2021-12-22 07:00:00,15956.75,15961.0,15909.0,15936.0,1640178000,28384,2021-12-22 07:00:00,2021-12-22,,,,52.0,37.73140728713264,19.358439873083682,-20.75,,,,,
2021-12-22 08:00:00,15936.75,16044.5,15924.5,16006.75,1640181600,148273,2021-12-22 08:00:00,2021-12-22,,,,120.0,52.68933323492671,28.56599625979574,70.0,,,,,
2021-12-22 09:00:00,16005.75,16098.75,15949.5,16094.5,1640185200,159346,2021-12-22 09:00:00,2021-12-22,,,,149.25,70.24581810130367,39.50854239437833,88.75,,,,,
2021-12-22 10:00:00,16094.75,16133.75,16072.0,16128.25,1640188800,85554,2021-12-22 10:00:00,2021-12-22,,,,61.75,68.70112390106664,38.416080140855,33.5,,,,,
2021-12-22 11:00:00,16128.0,16140.75,16085.75,16114.75,1640192400,66220,2021-12-22 11:00:00,2021-12-22,,,,55.0,66.21001046450907,33.84042920615409,-13.25,,,,,
2021-12-22 12:00:00,16115.0,16123.0,16040.75,16066.0,1640196000,63055,2021-12-22 12:00:00,2021-12-22,,,,82.25,69.12637219823469,36.59671480503516,-49.0,24.7875,,,,
2021-12-22 13:00:00,16066.0,16117.0,16037.5,16114.75,1640199600,62067,2021-12-22 13:00:00,2021-12-22,,,,79.5,71.0124863440102,38.806403022301495,48.75,26.2125,1.4249999999999972,,,
2021-12-22 14:00:00,16115.0,16177.5,16097.0,16168.0,1640203200,63979,2021-12-22 14:00:00,2021-12-22,,,,80.5,72.73748882691744,41.38705701824668,53.0,28.05,1.8375000000000021,,,
2021-12-22 15:00:00,16168.5,16183.25,16158.5,16179.5,1640206800,11187,2021-12-22 15:00:00,2021-12-22,,,,24.75,64.012490858387,35.862137560383644,11.0,28.5625,0.5124999999999993,,,
2021-12-22 17:00:00,16181.5,16195.0,16174.5,16185.0,1640214000,7903,2021-12-22 17:00:00,2021-12-23,,,,20.5,56.101128884134816,29.9781125494048,3.5,28.0375,-0.5249999999999986,,16195.0,
2021-12-22 18:00:00,16185.25,16185.75,16165.5,16172.0,1640217600,7157,2021-12-22 18:00:00,2021-12-23,,,,20.25,49.58274181429212,26.936637540422108,-13.25,28.5625,0.5249999999999986,,,
2021-12-22 19:00:00,16172.0,16176.5,16162.25,16167.75,1640221200,6392,2021-12-22 19:00:00,2021-12-23,,,,14.25,43.15860693896628,22.811794351254452,-4.25,28.725,0.16250000000000142,,,
2021-12-22 20:00:00,16168.25,16185.0,16165.25,16182.25,1640224800,5991,2021-12-22 20:00:00,2021-12-23,,,,19.75,38.902496586426956,21.20964992375364,14.0,28.9,0.17499999999999716,,,
2021-12-22 21:00:00,16181.75,16183.5,16170.0,16173.5,1640228400,3369,2021-12-22 21:00:00,2021-12-23,,,,13.5,34.28386084344024,18.853349937616617,-8.25,28.7375,-0.16249999999999787,,,
2021-12-22 22:00:00,16173.0,16177.25,16170.5,16173.5,1640232000,1928,2021-12-22 22:00:00,2021-12-23,,,,6.75,29.277704326451104,15.516377221686323,0.5,28.1625,-0.5749999999999993,,,
2021-12-22 23:00:00,16173.5,16182.0,16173.0,16178.5,1640235600,3557,2021-12-22 23:00:00,2021-12-23,,,,9.0,25.590848994369086,13.604308635925173,5.0,26.6625,-1.5,,,
2021-12-23 00:00:00,16178.75,16190.25,16167.75,16178.25,1640239200,6131,2021-12-23 00:00:00,2021-12-23,,,,22.5,25.028876449938345,11.22170706575696,-0.5,26.1875,-0.4750000000000014,,,
2021-12-23 01:00:00,16177.75,16182.75,16166.25,16177.5,1640242800,5729,2021-12-23 01:00:00,2021-12-23,,,,16.5,23.478171640858644,9.22685123561933,-0.25,24.0625,-2.125,,,
2021-12-23 02:00:00,16177.5,16184.0,16145.25,16174.25,1640246400,14128,2021-12-23 02:00:00,2021-12-23,,,,38.75,26.25486770615707,8.14015101096127,-3.25,23.225,-0.8374999999999986,16145.25,,
2021-12-23 03:00:00,16173.75,16183.75,16167.75,16179.25,1640250000,5823,2021-12-23 03:00:00,2021-12-23,,,,16.0,24.390346305037603,7.660123554422857,5.5,22.3125,-0.9125000000000014,,,
2021-12-23 04:00:00,16179.5,16203.75,16174.0,16197.25,1640253600,8118,2021-12-23 04:00:00,2021-12-23,,,,29.75,25.364828795030768,9.494646544527793,17.75,22.1625,-0.14999999999999858,,,
2021-12-23 05:00:00,16197.25,16207.25,16189.75,16202.5,1640257200,6562,2021-12-23 05:00:00,2021-12-23,,,,17.5,23.934859923206993,8.722892627340922,5.25,18.925,-3.2375000000000007,,,
2021-12-23 06:00:00,16202.75,16214.5,16196.0,16212.75,1640260800,8743,2021-12-23 06:00:00,2021-12-23,,,,18.5,22.946703573532993,8.955093967824391,10.0,14.9875,-3.9375,,,
2021-12-23 07:00:00,16212.5,16220.75,16170.25,16193.5,1640264400,21881,2021-12-23 07:00:00,2021-12-23,,,,50.5,27.95639383289063,10.781440519129047,-19.0,14.2625,-0.7250000000000014,,,
2021-12-23 08:00:00,16193.5,16242.25,16176.5,16232.75,1640268000,124152,2021-12-23 08:00:00,2021-12-23,,,,65.75,34.82795859054688,15.957542242923765,39.25,15.5625,1.3000000000000007,,,
2021-12-23 09:00:00,16229.75,16294.75,16225.25,16293.5,1640271600,111651,2021-12-23 09:00:00,2021-12-23,,,,69.5,41.131966119538355,24.647080016937625,63.75,16.3,0.7375000000000007,,,
2021-12-23 10:00:00,16293.25,16321.75,16288.75,16319.5,1640275200,63413,2021-12-23 10:00:00,2021-12-23,,,,33.0,39.653426825076835,24.938520013858057,26.25,15.175,-1.125,,,
2021-12-23 11:00:00,16319.75,16323.5,16299.5,16319.0,1640278800,40029,2021-12-23 11:00:00,2021-12-23,,,,24.0,36.80734922051741,20.540607284065683,-0.75,12.5625,-2.6125000000000007,,,
2021-12-23 12:00:00,16319.0,16337.0,16299.0,16327.25,1640282400,33944,2021-12-23 12:00:00,2021-12-23,,,,38.0,37.024194816786974,18.305951414235558,8.25,12.425,-0.1374999999999993,,,
2021-12-23 13:00:00,16328.0,16339.25,16312.75,16337.25,1640286000,33072,2021-12-23 13:00:00,2021-12-23,,,,26.5,35.110704850098436,16.659414793465455,9.25,12.7125,0.28749999999999964,,,
2021-12-23 14:00:00,16336.75,16355.75,16292.5,16294.25,1640289600,60079,2021-12-23 14:00:00,2021-12-23,,,,63.25,40.22694033189872,21.357703012835373,-42.5,14.175,1.4625000000000004,,,
2021-12-23 15:00:00,16294.5,16304.75,16285.75,16302.5,1640293200,10045,2021-12-23 15:00:00,2021-12-23,,,,19.0,36.36749663518986,18.929029737774396,8.0,14.3625,0.1875,,,
2021-12-26 17:00:00,16304.25,16349.5,16304.25,16342.25,1640559600,11532,2021-12-26 17:00:00,2021-12-27,,,,45.25,37.98249724697352,22.39647887636087,38.0,15.5625,1.1999999999999993,,,
2021-12-26 18:00:00,16342.25,16363.0,16335.0,16340.0,1640563200,9933,2021-12-26 18:00:00,2021-12-27,,,,28.0,36.16749774752379,18.73348271702253,-2.25,15.2625,-0.3000000000000007,,16363.0,
