date,open,high,low,close,epoch_sec,volume,date,market_date,ema_120,amplitude_hl,amplitude_hl_ema10,amplitude_oc_ema10,local_min,local_max,price_times_volume,vwap
2022-02-22 17:11:00,4319.25,4319.5,4316.75,4318.25,1645571460,166,2022-02-22 17:11:00,2022-02-23,,2.75,2.186570247933884,1.0818181818181818,,4319.5,716829.5,4316.365403706155
2022-02-22 17:12:00,4318.0,4318.0,4316.75,4317.0,1645571520,99,2022-02-22 17:12:00,2022-02-23,,1.25,2.0162847483095416,1.0669421487603306,,,427383.0,4316.385533482858
2022-02-22 17:13:00,4317.0,4318.0,4316.75,4317.25,1645571580,54,2022-02-22 17:13:00,2022-02-23,,1.25,1.8769602486168977,0.9184072126220886,,,233131.5,4316.400236220473
2022-02-22 17:14:00,4317.25,4318.0,4316.75,4316.75,1645571640,85,2022-02-22 17:14:00,2022-02-23,,1.25,1.762967476141098,0.842333173963527,,,366923.75,4316.409355828221
2022-02-22 17:15:00,4317.0,4317.5,4316.25,4316.75,1645571700,112,2022-02-22 17:15:00,2022-02-23,,1.25,1.669700662297262,0.7346362332428857,,,483476.0,4316.420670225386
2022-02-22 17:16:00,4316.75,4316.75,4315.5,4316.0,1645571760,118,2022-02-22 17:16:00,2022-02-23,,1.25,1.5933914509704872,0.7374296453805429,,,509288.0,4316.406446991404
2022-02-22 17:17:00,4316.25,4317.25,4316.25,4316.75,1645571820,49,2022-02-22 17:17:00,2022-02-23,,1.0,1.4855020962485803,0.694260618947717,,,211520.75,4316.411203729867
2022-02-22 17:18:00,4316.75,4316.75,4315.25,4315.5,1645571880,134,2022-02-22 17:18:00,2022-02-23,,1.5,1.4881380787488385,0.7953041427754048,4315.25,,578277.0,4316.37796079499
2022-02-22 17:19:00,4315.75,4317.75,4315.5,4317.25,1645571940,131,2022-02-22 17:19:00,2022-02-23,,2.25,1.6266584280672316,0.9234306622707857,,,565559.75,4316.407991587802
2022-02-22 17:20:00,4317.5,4317.5,4315.75,4316.75,1645572000,209,2022-02-22 17:20:00,2022-02-23,,1.75,1.6490841684186441,0.8918978145851884,,,902200.75,4316.425803638176
2022-02-22 17:21:00,4317.0,4317.75,4316.5,4317.75,1645572060,94,2022-02-22 17:21:00,2022-02-23,,1.25,1.5765234105243453,0.8660982119333359,,,405868.5,4316.456111516923
2022-02-22 17:22:00,4317.5,4317.75,4317.0,4317.0,1645572120,65,2022-02-22 17:22:00,2022-02-23,,0.75,1.4262464267926462,0.7995349006727294,,,280605.0,4316.464585330777
2022-02-22 17:23:00,4317.25,4317.75,4316.75,4317.5,1645572180,88,2022-02-22 17:23:00,2022-02-23,,1.0,1.3487470764667107,0.6996194641867786,,,379940.0,4316.485974178404
2022-02-22 17:24:00,4317.75,4318.25,4317.75,4318.0,1645572240,93,2022-02-22 17:24:00,2022-02-23,,0.5,1.194429426200036,0.6178704706982734,,,401574.0,4316.518320698369
2022-02-22 17:25:00,4317.75,4319.0,4317.75,4318.5,1645572300,116,2022-02-22 17:25:00,2022-02-23,,1.25,1.2045331668909385,0.6418940214804055,,,500946.0,4316.5697583351985
2022-02-22 17:26:00,4318.5,4319.75,4318.5,4319.5,1645572360,249,2022-02-22 17:26:00,2022-02-23,,1.25,1.2127998638198587,0.707004199393059,,,1075555.5,4316.72440652819
2022-02-22 17:27:00,4319.5,4320.5,4319.0,4320.0,1645572420,263,2022-02-22 17:27:00,2022-02-23,,1.5,1.2650180703980662,0.6693670722306847,,,1136160.0,4316.8973599678775
2022-02-22 17:28:00,4319.75,4323.5,4319.25,4323.25,1645572480,626,2022-02-22 17:28:00,2022-02-23,,4.25,1.8077420575984178,1.1840276045523783,,,2706354.5,4317.606607811664
2022-02-22 17:29:00,4323.0,4325.75,4322.75,4323.5,1645572540,614,2022-02-22 17:29:00,2022-02-23,,3.0,2.02451622894416,1.0596589491792185,,4325.75,2654629.0,4318.188273589455
2022-02-22 17:30:00,4323.5,4324.5,4322.5,4323.5,1645572600,399,2022-02-22 17:30:00,2022-02-23,,2.0,2.0200587327724944,0.8669936856920879,,,1725076.5,4318.508421450151
2022-02-22 17:31:00,4323.25,4324.5,4322.0,4322.75,1645572660,352,2022-02-22 17:31:00,2022-02-23,,2.5,2.1073207813593138,0.8002675610207992,,,1521608.0,4318.722568846816
2022-02-22 17:32:00,4322.5,4322.75,4321.0,4321.25,1645572720,339,2022-02-22 17:32:00,2022-02-23,,1.75,2.042353366566711,0.8820370953806539,,,1464903.75,4318.839762002462
2022-02-22 17:33:00,4321.5,4322.25,4320.75,4320.75,1645572780,220,2022-02-22 17:33:00,2022-02-23,,1.5,1.9437436635545817,0.8580303507659895,,,950565.0,4318.895564998008
2022-02-22 17:34:00,4320.75,4321.5,4320.5,4321.5,1645572840,134,2022-02-22 17:34:00,2022-02-23,,1.0,1.7721539065446579,0.8383884688085369,,,579081.0,4318.941095890411
2022-02-22 17:35:00,4321.25,4322.0,4321.0,4321.5,1645572900,109,2022-02-22 17:35:00,2022-02-23,,1.0,1.6317622871729018,0.7314087472069848,,,471043.5,4318.976974530487
2022-02-22 17:36:00,4321.75,4322.0,4320.5,4321.25,1645572960,273,2022-02-22 17:36:00,2022-02-23,,1.5,1.6078055076869198,0.6893344295329875,,,1179701.25,4319.0540884801785
2022-02-22 17:37:00,4321.25,4321.25,4319.75,4320.0,1645573020,134,2022-02-22 17:37:00,2022-02-23,,1.5,1.588204506289298,0.7912736241633535,,,578880.0,4319.069581958196
2022-02-22 17:38:00,4320.0,4320.5,4319.25,4320.5,1645573080,212,2022-02-22 17:38:00,2022-02-23,,1.25,1.526712777873062,0.7383147834063801,4319.25,,915946.0,4319.105713094245
2022-02-22 17:39:00,4320.5,4320.75,4320.0,4320.25,1645573140,69,2022-02-22 17:39:00,2022-02-23,,0.75,1.3854922728052326,0.6495302773324928,,,298097.25,4319.115043724888
2022-02-22 17:40:00,4320.25,4321.0,4320.25,4320.5,1645573200,117,2022-02-22 17:40:00,2022-02-23,,0.75,1.2699482232042811,0.576888408726585,,,505498.5,4319.133931693671
2022-02-22 17:41:00,4320.5,4322.75,4320.0,4321.0,1645573260,219,2022-02-22 17:41:00,2022-02-23,,2.75,1.5390485462580483,0.5629086980490241,,,946299.0,4319.180381904978
2022-02-22 17:42:00,4321.25,4323.5,4321.0,4323.0,1645573320,177,2022-02-22 17:42:00,2022-02-23,,2.5,1.7137669923929486,0.7787434802219289,,,765171.0,4319.255710306406
2022-02-22 17:43:00,4323.0,4323.5,4322.25,4322.25,1645573380,157,2022-02-22 17:43:00,2022-02-23,,1.25,1.629445721048776,0.7735173929088509,,,678593.25,4319.307189005694
2022-02-22 17:44:00,4322.0,4324.5,4322.0,4324.25,1645573440,193,2022-02-22 17:44:00,2022-02-23,,2.5,1.7877283172217258,1.0419687760163325,,,834580.25,4319.409490616622
2022-02-22 17:45:00,4324.25,4327.0,4324.0,4324.25,1645573500,502,2022-02-22 17:45:00,2022-02-23,,3.0,2.008141350454139,0.8525199076497266,,,2170773.5,4319.656761982294
2022-02-22 17:46:00,4324.25,4325.0,4324.0,4324.0,1645573560,154,2022-02-22 17:46:00,2022-02-23,,1.0,1.8248429230988412,0.7429708335315945,,,665896.0,4319.723775172828
2022-02-22 17:47:00,4324.0,4324.75,4323.25,4324.0,1645573620,113,2022-02-22 17:47:00,2022-02-23,,1.5,1.7657805734445065,0.607885227434941,,,488612.0,4319.771646522687
2022-02-22 17:48:00,4324.25,4324.75,4324.0,4324.75,1645573680,32,2022-02-22 17:48:00,2022-02-23,,0.75,1.5810931964545962,0.588269731537679,,,138392.0,4319.787379024294
2022-02-22 17:49:00,4324.5,4325.75,4324.5,4325.5,1645573740,244,2022-02-22 17:49:00,2022-02-23,,1.25,1.5208944334628514,0.6631297803490102,,,1055422.0,4319.921793635487
2022-02-22 17:50:00,4325.5,4327.25,4325.5,4327.25,1645573800,253,2022-02-22 17:50:00,2022-02-23,,1.75,1.5625499910150602,0.8607425475582811,,4327.25,1094794.25,4320.096324013932
2022-02-22 17:51:00,4326.75,4326.75,4325.0,4325.25,1645573860,177,2022-02-22 17:51:00,2022-02-23,,1.75,1.5966318108305038,0.9769711752749572,,,765569.25,4320.180787037037
2022-02-22 17:52:00,4325.25,4325.75,4325.25,4325.75,1645573920,92,2022-02-22 17:52:00,2022-02-23,,0.5,1.3972442088613213,0.8902491434067832,,,397969.0,4320.227827763496
2022-02-22 17:53:00,4325.75,4325.75,4324.25,4325.5,1645573980,159,2022-02-22 17:53:00,2022-02-23,,1.5,1.4159270799774446,0.7738402082419135,,,687754.5,4320.303682924622
2022-02-22 17:54:00,4325.5,4325.75,4325.0,4325.5,1645574040,74,2022-02-22 17:54:00,2022-02-23,,0.75,1.2948494290724546,0.6331419885615656,,,320087.0,4320.338247191011
2022-02-22 17:55:00,4325.75,4326.25,4325.75,4326.0,1645574100,51,2022-02-22 17:55:00,2022-02-23,,0.5,1.150331351059281,0.5634798088230991,,,220626.0,4320.364083750895
2022-02-22 17:56:00,4326.0,4326.25,4325.75,4326.25,1645574160,32,2022-02-22 17:56:00,2022-02-23,,0.5,1.032089287230321,0.506483479946172,,,138440.0,4320.380888650963
2022-02-22 17:57:00,4326.5,4326.5,4324.0,4324.0,1645574220,291,2022-02-22 17:57:00,2022-02-23,,2.5,1.2989821440975353,0.868941029046868,,,1258284.0,4320.4724758674665
2022-02-22 17:58:00,4324.0,4325.25,4323.0,4324.0,1645574280,213,2022-02-22 17:58:00,2022-02-23,,2.25,1.471894481534347,0.7109517510383465,4323.0,,921012.0,4320.53662909836
2022-02-22 17:59:00,4323.75,4324.5,4323.25,4324.5,1645574340,63,2022-02-22 17:59:00,2022-02-23,,1.25,1.431550030346284,0.7180514326677381,,,272443.5,4320.557834394905
2022-02-22 18:00:00,4324.5,4326.5,4323.75,4323.75,1645574400,371,2022-02-22 18:00:00,2022-02-23,,2.75,1.6712682066469597,0.7238602630917857,,4326.5,1604111.25,4320.655339206323
2022-02-22 18:01:00,4323.75,4325.0,4323.75,4324.75,1645574460,50,2022-02-22 18:01:00,2022-02-23,,1.25,1.5946739872566034,0.7740674879841883,,,216237.5,4320.672126106921
2022-02-22 18:02:00,4324.75,4325.75,4324.25,4324.25,1645574520,110,2022-02-22 18:02:00,2022-02-23,,1.5,1.57746053502813,0.7242370356234268,,,475667.5,4320.704107752316
2022-02-22 18:03:00,4324.25,4324.25,4323.5,4323.5,1645574580,88,2022-02-22 18:03:00,2022-02-23,,0.75,1.4270131650230156,0.7289212109646219,,,380468.0,4320.723959173793
2022-02-22 18:04:00,4323.5,4325.0,4323.5,4325.0,1645574640,79,2022-02-22 18:04:00,2022-02-23,,1.5,1.4402834986551944,0.8691173544255998,,,341675.0,4320.751042251262
2022-02-22 18:05:00,4325.0,4325.0,4324.25,4324.75,1645574700,50,2022-02-22 18:05:00,2022-02-23,,0.75,1.3147774079906136,0.7565505627118544,,,216237.5,4320.767008703985
2022-02-22 18:06:00,4325.0,4325.0,4323.75,4324.5,1645574760,39,2022-02-22 18:06:00,2022-02-23,,1.25,1.3029996974468656,0.7099050058551536,,,168655.5,4320.778598153161
2022-02-22 18:07:00,4324.25,4324.75,4323.25,4324.0,1645574820,113,2022-02-22 18:07:00,2022-02-23,,1.5,1.3388179342747082,0.6262859138814894,,,488612.0,4320.80731755424
2022-02-22 18:08:00,4324.0,4325.25,4324.0,4324.0,1645574880,56,2022-02-22 18:08:00,2022-02-23,,1.25,1.322669218952034,0.5124157477212186,,,242144.0,4320.821361244207
2022-02-22 18:09:00,4324.0,4324.25,4323.0,4323.5,1645574940,204,2022-02-22 18:09:00,2022-02-23,,1.25,1.3094566336880278,0.5101583390446334,,,881994.0,4320.863606494008
2022-02-22 18:10:00,4323.5,4323.5,4322.0,4322.5,1645575000,164,2022-02-22 18:10:00,2022-02-23,,1.5,1.3441008821083864,0.5992204592183364,4322.0,,708890.0,4320.884094205665
2022-02-22 18:11:00,4322.5,4323.0,4322.25,4322.5,1645575060,113,2022-02-22 18:11:00,2022-02-23,,0.75,1.2360825399068616,0.49027128481500254,,,488442.5,4320.897914774448
2022-02-22 18:12:00,4322.5,4323.25,4322.25,4322.75,1645575120,122,2022-02-22 18:12:00,2022-02-23,,1.0,1.1931584417419776,0.44658559666682024,,,527375.5,4320.914860506975
2022-02-22 18:13:00,4322.75,4324.0,4322.75,4323.0,1645575180,62,2022-02-22 18:13:00,2022-02-23,,1.25,1.2034932705161634,0.41084276090921656,,,268026.0,4320.924511048074
2022-02-22 18:14:00,4323.0,4323.25,4322.5,4323.25,1645575240,87,2022-02-22 18:14:00,2022-02-23,,0.75,1.1210399486041336,0.38159862256208626,,,376122.75,4320.939516428095
2022-02-22 18:15:00,4323.25,4324.5,4322.25,4323.75,1645575300,179,2022-02-22 18:15:00,2022-02-23,,2.25,1.3263054124942912,0.403126145732616,,,773951.25,4320.976339481775
2022-02-22 18:16:00,4323.75,4325.0,4323.75,4324.75,1645575360,74,2022-02-22 18:16:00,2022-02-23,,1.25,1.3124317011316928,0.5116486646903222,,4325.0,320031.5,4320.996669336051
2022-02-22 18:17:00,4324.25,4325.0,4323.25,4324.75,1645575420,150,2022-02-22 18:17:00,2022-02-23,,1.75,1.3919895736532033,0.5095307256557182,,4325.0,648712.5,4321.037213740458
2022-02-22 18:18:00,4324.75,4325.0,4324.25,4324.25,1645575480,124,2022-02-22 18:18:00,2022-02-23,,0.75,1.2752641966253482,0.5077978664455877,,4325.0,536207.0,4321.065649536045
2022-02-22 18:19:00,4324.25,4324.25,4322.25,4323.25,1645575540,213,2022-02-22 18:19:00,2022-02-23,,2.0,1.4070343426934666,0.5972891634554808,4322.25,,920852.25,4321.098361808338
2022-02-22 18:20:00,4323.25,4324.5,4322.5,4323.0,1645575600,118,2022-02-22 18:20:00,2022-02-23,,2.0,1.5148462803855636,0.5341456791908479,,,510114.0,4321.1140087859985
2022-02-22 18:21:00,4323.0,4323.25,4322.5,4323.25,1645575660,54,2022-02-22 18:21:00,2022-02-23,,0.75,1.375783320315461,0.4824828284288755,,,233455.5,4321.122021535255
2022-02-22 18:22:00,4323.25,4323.25,4322.75,4323.0,1645575720,37,2022-02-22 18:22:00,2022-02-23,,0.5,1.2165499893490135,0.4402132232599891,,,159951.0,4321.126836197339
2022-02-22 18:23:00,4322.75,4323.5,4322.75,4323.25,1645575780,74,2022-02-22 18:23:00,2022-02-23,,0.75,1.1317227185582837,0.4510835463036274,,,319920.5,4321.137667172205
2022-02-22 18:24:00,4322.75,4323.5,4322.75,4323.0,1645575840,52,2022-02-22 18:24:00,2022-02-23,,0.75,1.062318587911323,0.4145229015211497,,,224796.0,4321.144319274626
2022-02-22 18:25:00,4323.25,4323.5,4323.0,4323.25,1645575900,55,2022-02-22 18:25:00,2022-02-23,,0.5,0.9600788446547188,0.33915510124457704,,,237778.75,4321.152244576747
2022-02-22 18:26:00,4323.0,4323.5,4322.75,4323.0,1645575960,42,2022-02-22 18:26:00,2022-02-23,,0.75,0.9218826910811336,0.27749053738192664,,,181566.0,4321.157540088707
2022-02-22 18:27:00,4322.75,4324.5,4322.75,4324.0,1645576020,196,2022-02-22 18:27:00,2022-02-23,,1.75,1.0724494745209274,0.45431043967612184,,,847504.0,4321.195054205104
2022-02-22 18:28:00,4324.0,4324.75,4323.75,4324.25,1645576080,85,2022-02-22 18:28:00,2022-02-23,,1.0,1.0592768427898498,0.417163087007736,,,367561.25,4321.212439742903
2022-02-22 18:29:00,4324.0,4324.5,4323.5,4323.5,1645576140,66,2022-02-22 18:29:00,2022-02-23,,1.0,1.0484992350098772,0.43222434391542036,,,285351.0,4321.2225036661775
2022-02-22 18:30:00,4323.5,4324.25,4323.25,4323.5,1645576200,56,2022-02-22 18:30:00,2022-02-23,,1.0,1.0396811922808087,0.3536380995671621,,,242116.0,4321.230973568867
2022-02-22 18:31:00,4323.75,4323.75,4322.75,4322.75,1645576260,55,2022-02-22 18:31:00,2022-02-23,,1.0,1.0324664300479345,0.47115844510040533,,,237751.25,4321.236501687289
2022-02-22 18:32:00,4322.75,4322.75,4321.75,4321.75,1645576320,150,2022-02-22 18:32:00,2022-02-23,,1.0,1.0265634427664918,0.5673114550821499,4321.75,,648262.5,4321.24154818843
2022-02-22 18:33:00,4322.0,4323.75,4321.75,4323.25,1645576380,108,2022-02-22 18:33:00,2022-02-23,,2.0,1.2035519077180388,0.6914366450672136,4321.75,,466911.0,4321.255660009108
2022-02-22 18:34:00,4323.0,4325.0,4322.75,4324.5,1645576440,138,2022-02-22 18:34:00,2022-02-23,,2.25,1.39381519722385,0.8384481641459021,,4325.0,596781.0,4321.284528338384
2022-02-22 18:35:00,4324.25,4324.25,4323.0,4323.0,1645576500,88,2022-02-22 18:35:00,2022-02-23,,1.25,1.3676669795467864,0.913275770664829,,,380424.0,4321.294207219337
2022-02-22 18:36:00,4323.0,4323.5,4322.75,4323.25,1645576560,52,2022-02-22 18:36:00,2022-02-23,,0.75,1.2553638923564616,0.7926801759984965,,,224809.0,4321.300706115407
2022-02-22 18:37:00,4323.25,4323.5,4322.75,4322.75,1645576620,28,2022-02-22 18:37:00,2022-02-23,,0.75,1.1634795482916505,0.7394655985442244,,,121037.0,4321.303294635453
2022-02-22 18:38:00,4322.75,4323.25,4321.75,4323.0,1645576680,142,2022-02-22 18:38:00,2022-02-23,,1.5,1.2246650849658958,0.6504718533543654,4321.75,,613866.0,4321.3185251912255
2022-02-22 18:39:00,4323.0,4323.5,4322.25,4322.25,1645576740,89,2022-02-22 18:39:00,2022-02-23,,1.25,1.2292714331539147,0.668567880017208,,,384680.25,4321.323736484787
2022-02-22 18:40:00,4322.75,4323.0,4322.0,4322.5,1645576800,85,2022-02-22 18:40:00,2022-02-23,,1.0,1.187585718035021,0.5924646291049884,,,367412.5,4321.329988119803
2022-02-22 18:41:00,4322.5,4323.0,4322.25,4322.75,1645576860,41,2022-02-22 18:41:00,2022-02-23,,0.75,1.10802467839229,0.5301983329040815,,,177232.75,4321.333619184234
2022-02-22 18:42:00,4322.75,4323.0,4321.75,4322.25,1645576920,46,2022-02-22 18:42:00,2022-02-23,,1.25,1.1338383732300554,0.5247077269215212,4321.75,,198823.5,4321.3362406716415
2022-02-22 18:43:00,4322.25,4322.25,4322.0,4322.0,1645576980,51,2022-02-22 18:43:00,2022-02-23,,0.25,0.9731404871882272,0.47476086748124463,,,220422.0,4321.338339222615
2022-02-22 18:44:00,4322.25,4322.75,4322.0,4322.0,1645577040,56,2022-02-22 18:44:00,2022-02-23,,0.75,0.9325694895176404,0.4338952552119274,,,242032.0,4321.340628281955
2022-02-22 18:45:00,4322.25,4323.0,4322.0,4322.75,1645577100,46,2022-02-22 18:45:00,2022-02-23,,1.0,0.9448295823326148,0.4459142997188497,,,198846.5,4321.344622066162
2022-02-22 18:46:00,4323.0,4323.75,4322.75,4323.5,1645577160,83,2022-02-22 18:46:00,2022-02-23,,1.0,0.9548605673630485,0.45574806340633156,,4323.75,358850.5,4321.355586540819
2022-02-22 18:47:00,4323.5,4323.75,4322.75,4323.5,1645577220,56,2022-02-22 18:47:00,2022-02-23,,1.0,0.9630677369334033,0.3728847791506349,,4323.75,242116.0,4321.362921451258
2022-02-22 18:48:00,4323.5,4323.75,4323.25,4323.25,1645577280,28,2022-02-22 18:48:00,2022-02-23,,0.5,0.8788736029455118,0.35054209203233766,,,121051.0,4321.366143292683
2022-02-22 18:49:00,4323.25,4323.25,4322.75,4323.25,1645577340,38,2022-02-22 18:49:00,2022-02-23,,0.5,0.8099874933190551,0.2868071662082763,,,164283.5,4321.370498235795
2022-02-22 18:50:00,4323.25,4323.25,4322.75,4323.0,1645577400,76,2022-02-22 18:50:00,2022-02-23,,0.5,0.7536261308974087,0.2801149541704079,,,328548.0,4321.377997456703
2022-02-22 18:51:00,4323.0,4323.0,4322.25,4322.5,1645577460,54,2022-02-22 18:51:00,2022-02-23,,0.75,0.7529668343706071,0.3200940534121519,,,233415.0,4321.381654394013
2022-02-22 18:52:00,4322.5,4323.25,4322.5,4323.0,1645577520,37,2022-02-22 18:52:00,2022-02-23,,0.75,0.7524274099395876,0.3528042255190334,,,159951.0,4321.385260463716
2022-02-22 18:53:00,4323.0,4323.25,4322.75,4323.0,1645577580,60,2022-02-22 18:53:00,2022-02-23,,0.5,0.7065315172232989,0.28865800269739095,,,259380.0,4321.3910741074105
2022-02-22 18:54:00,4323.0,4323.25,4322.75,4323.25,1645577640,62,2022-02-22 18:54:00,2022-02-23,,0.5,0.6689803322736082,0.28162927493422896,,,268041.5,4321.3979643689845
2022-02-22 18:55:00,4323.25,4324.25,4323.0,4323.75,1645577700,128,2022-02-22 18:55:00,2022-02-23,,1.25,0.7746202718602249,0.32133304312800554,,,553440.0,4321.415826164343
2022-02-22 18:56:00,4323.75,4324.0,4323.5,4323.75,1645577760,52,2022-02-22 18:56:00,2022-02-23,,0.5,0.7246893133401839,0.2629088534683682,,,224835.0,4321.423005264091
2022-02-22 18:57:00,4323.75,4324.0,4323.75,4324.0,1645577820,50,2022-02-22 18:57:00,2022-02-23,,0.25,0.6383821654601505,0.26056178920139217,,,216200.0,4321.430603880403
2022-02-22 18:58:00,4324.25,4324.5,4324.0,4324.0,1645577880,85,2022-02-22 18:58:00,2022-02-23,,0.5,0.6132217717401232,0.2586414638920481,,,367540.0,4321.443419199624
2022-02-22 18:59:00,4324.0,4325.0,4324.0,4324.75,1645577940,123,2022-02-22 18:59:00,2022-02-23,4321.9375,1.0,0.6835450859691917,0.34797937954803937,,,531944.25,4321.467113311972
2022-02-22 19:00:00,4324.75,4325.25,4324.0,4324.0,1645578000,220,2022-02-22 19:00:00,2022-02-23,4321.971590909091,1.25,0.7865368885202477,0.42107403781203223,,,951280.0,4321.499165947656
2022-02-22 19:01:00,4324.25,4324.25,4323.75,4323.75,1645578060,88,2022-02-22 19:01:00,2022-02-23,4322.0009861006765,0.5,0.7344392724256572,0.4354242127552991,,,380490.0,4321.510501917243
2022-02-22 19:02:00,4324.0,4324.25,4322.25,4322.75,1645578120,178,2022-02-22 19:02:00,2022-02-23,4322.013366495707,2.0,0.9645412228937196,0.5835289013452447,4322.25,,769449.5,4321.523001529658
2022-02-22 19:03:00,4322.75,4323.5,4322.25,4323.5,1645578180,111,2022-02-22 19:03:00,2022-02-23,4322.037938950323,1.25,1.016442818731225,0.6137963738279275,4322.25,,479908.5,4321.535356378786
2022-02-22 19:04:00,4323.25,4324.5,4323.25,4324.25,1645578240,64,2022-02-22 19:04:00,2022-02-23,4322.07450194288,1.25,1.0589077607800932,0.6840152149501225,,,276752.0,4321.545102659037
2022-02-22 19:05:00,4324.25,4324.5,4324.0,4324.0,1645578300,55,2022-02-22 19:05:00,2022-02-23,4322.106328357047,0.5,0.9572881679109854,0.6051033576864638,,,237820.0,4321.552653654718
2022-02-22 19:06:00,4324.0,4325.0,4324.0,4324.5,1645578360,80,2022-02-22 19:06:00,2022-02-23,4322.1458931775915,1.0,0.9650539555635335,0.585993656288925,,,345960.0,4321.565781415288
2022-02-22 19:07:00,4324.5,4325.5,4324.25,4324.5,1645578420,187,2022-02-22 19:07:00,2022-02-23,4322.18480403416,1.25,1.0168623272792547,0.47944935514548404,,4325.5,808681.5,4321.596016089928
2022-02-22 19:08:00,4324.5,4325.0,4324.5,4324.75,1645578480,86,2022-02-22 19:08:00,2022-02-23,4322.22720396748,0.5,0.9228873586830266,0.43773129057357785,,,371928.5,4321.610891740705
2022-02-22 19:09:00,4324.75,4325.0,4323.75,4325.0,1645578540,224,2022-02-22 19:09:00,2022-02-23,4322.27303530686,1.25,0.9823623843770218,0.4035983286511091,,,968800.0,4321.652020803987
2022-02-22 19:10:00,4324.75,4325.0,4324.5,4324.5,1645578600,23,2022-02-22 19:10:00,2022-02-23,4322.309844640631,0.5,0.8946601326721088,0.3756713598054529,,,99463.5,4321.655565175045
2022-02-22 19:11:00,4324.75,4325.0,4324.5,4324.75,1645578660,26,2022-02-22 19:11:00,2022-02-23,4322.350177787067,0.5,0.8229037449135436,0.3073674762044615,,,112443.5,4321.659912465553
2022-02-22 19:12:00,4324.75,4325.0,4324.75,4324.75,1645578720,60,2022-02-22 19:12:00,2022-02-23,4322.389844269926,0.25,0.7187394276565356,0.25148248053092304,,,259485.0,4321.669898206495
2022-02-22 19:13:00,4325.0,4325.25,4324.75,4325.0,1645578780,37,2022-02-22 19:13:00,2022-02-23,4322.432987339844,0.5,0.6789686226280747,0.2057583931616643,,,160025.0,4321.676521178241
2022-02-22 19:14:00,4325.0,4325.25,4324.75,4325.0,1645578840,78,2022-02-22 19:14:00,2022-02-23,4322.475417301169,0.5,0.6464288730593338,0.16834777622317987,,,337350.0,4321.69039717375
2022-02-22 19:15:00,4324.75,4324.75,4323.75,4324.75,1645578900,139,2022-02-22 19:15:00,2022-02-23,4322.513013709414,1.0,0.7107145325030914,0.13773908963714715,4323.75,,601140.25,4321.712993464746
2022-02-22 19:16:00,4324.75,4325.0,4324.0,4324.25,1645578960,109,2022-02-22 19:16:00,2022-02-23,4322.541724226614,1.0,0.7633118902298021,0.2036047097031204,,,471343.25,4321.727601690439
2022-02-22 19:17:00,4324.5,4324.75,4324.0,4324.25,1645579020,55,2022-02-22 19:17:00,2022-02-23,4322.56996018981,0.75,0.7608915465516563,0.21204021702982578,,,237833.75,4321.734909138794
2022-02-22 19:18:00,4324.25,4324.5,4324.0,4324.5,1645579080,40,2022-02-22 19:18:00,2022-02-23,4322.601861674277,0.5,0.7134567199059005,0.21894199575167564,,,172980.0,4321.740722733246
2022-02-22 19:19:00,4324.25,4325.0,4323.75,4325.0,1645579140,90,2022-02-22 19:19:00,2022-02-23,4322.641500324288,1.25,0.8110100435593732,0.31549799652409827,4323.75,,389250.0,4321.756068532566
