contract,time_completed,side,quantity,avg_price,realized_pnl,epoch_sec,profit,loss,wr,profit_long,loss_long,wr_long,profit_short,loss_short,wr_short,realized_pnl_sum,px_side,px_side_sum,px_side_diff_sma_ratio,total_profit,avg_pnl_profit,total_loss,avg_pnl_loss,avg_pnl_rr,avg_pnl_ewr,total_px_profit,avg_px_profit,total_px_loss,avg_px_loss,avg_px_rr,avg_px_ewr
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-18 13:01:45.000,SLD,1,13972.0,,1650304905.0,17,16,0.5151515151515151,8,7,0.5333333333333333,9,9,0.5,,,,,1791.1400000000003,105.36117647058825,-2651.78,-165.73625,0.6357159430757499,0.6113530923466032,0.0,43.518235294117645,0.0,-57.98458333333333,0.7505138916657613,0.5712608193291261
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-18 14:03:45.000,SLD,1,13928.0,,1650308625.0,17,16,0.5151515151515151,8,7,0.5333333333333333,9,9,0.5,,,,,1791.1400000000003,105.36117647058825,-2651.78,-165.73625,0.6357159430757499,0.6113530923466032,0.0,43.518235294117645,0.0,-57.98458333333333,0.7505138916657613,0.5712608193291261
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-18 14:56:36.000,BOT,2,13890.75,234.72,1650311796.0,18,16,0.5294117647058824,8,7,0.5333333333333333,10,9,0.5263157894736842,-625.9199999999998,58.68,-129.26333333333315,2.5076923076923077,2025.8600000000004,112.5477777777778,-2651.78,-165.73625,0.6790776174661717,0.5955650826368942,798.4899999999999,44.36055555555555,0.0,-57.98458333333333,0.7650405160375482,0.5665592324446828
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-18 15:10:51.000,SLD,2,13965.0,,1650312651.0,18,16,0.5294117647058824,8,7,0.5333333333333333,10,9,0.5263157894736842,,,,,2025.8600000000004,112.5477777777778,-2651.78,-165.73625,0.6790776174661717,0.5955650826368942,0.0,44.36055555555555,0.0,-57.98458333333333,0.7650405160375482,0.5665592324446828
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 04:26:33.000,BOT,2,13840.0,497.72,1650360393.0,19,16,0.5428571428571428,8,7,0.5333333333333333,11,9,0.55,-128.19999999999982,124.43,-4.833333333333144,18.298529411764708,2523.5800000000004,132.82000000000002,-2651.78,-165.73625,0.8013937807812112,0.5551257091419121,922.9199999999998,48.57473684210525,0.0,-57.98458333333333,0.8377181321260149,0.5441530899208806
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 08:43:12.000,SLD,2,13912.0,,1650375792.0,19,16,0.5428571428571428,8,7,0.5333333333333333,11,9,0.55,,,,,2523.5800000000004,132.82000000000002,-2651.78,-165.73625,0.8013937807812112,0.5551257091419121,0.0,48.57473684210525,0.0,-57.98458333333333,0.8377181321260149,0.5441530899208806
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 08:52:14.000,BOT,2,13963.0,-206.28,1650376334.0,19,17,0.5277777777777778,8,7,0.5333333333333333,11,10,0.5238095238095238,-334.4799999999998,-51.57,-56.403333333333144,1.2134117647058824,2523.5800000000004,132.82000000000002,-2858.0600000000004,-168.12117647058827,0.7900254018460074,0.5586512900703674,0.0,48.57473684210525,-979.3233333333334,-57.607254901960786,0.8432051991502186,0.5425331918882578
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 08:55:34.000,SLD,2,13992.0,,1650376534.0,19,17,0.5277777777777778,8,7,0.5333333333333333,11,10,0.5238095238095238,,,,,2523.5800000000004,132.82000000000002,-2858.0600000000004,-168.12117647058827,0.7900254018460074,0.5586512900703674,0.0,48.57473684210525,0.0,-57.607254901960786,0.8432051991502186,0.5425331918882578
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 09:01:05.000,BOT,2,14021.875,-121.78,1650376865.0,19,18,0.5135135135135135,8,7,0.5333333333333333,11,11,0.5,-456.25999999999976,-30.445,-86.84833333333314,0.871101573676681,2523.5800000000004,132.82000000000002,-2979.8400000000006,-165.5466666666667,0.8023115335051546,0.5548430342978438,0.0,48.57473684210525,-1009.7683333333334,-56.09824074074075,0.8658869904066059,0.5359381383446403
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 09:03:29.000,BOT,1,14020.75,,1650377009.0,19,18,0.5135135135135135,8,7,0.5333333333333333,11,11,0.5,,,,,2523.5800000000004,132.82000000000002,-2979.8400000000006,-165.5466666666667,0.8023115335051546,0.5548430342978438,0.0,48.57473684210525,0.0,-56.09824074074075,0.8658869904066059,0.5359381383446403
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 09:08:16.000,BOT,1,14035.0,,1650377296.0,19,18,0.5135135135135135,8,7,0.5333333333333333,11,11,0.5,,,,,2523.5800000000004,132.82000000000002,-2979.8400000000006,-165.5466666666667,0.8023115335051546,0.5548430342978438,0.0,48.57473684210525,0.0,-56.09824074074075,0.8658869904066059,0.5359381383446403
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 09:16:18.000,SLD,2,14053.75,101.22,1650377778.0,20,18,0.5263157894736842,9,7,0.5625,11,11,0.5,-355.03999999999974,25.305,-61.543333333333145,1.1098684210526315,2624.8,131.24,-2979.8400000000006,-165.5466666666667,0.7927673969072163,0.5577968462195068,948.2249999999998,47.41124999999999,0.0,-56.09824074074075,0.8451468241065192,0.5419622909869153
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 09:20:04.000,BOT,2,14082.0,,1650378004.0,20,18,0.5263157894736842,9,7,0.5625,11,11,0.5,,,,,2624.8,131.24,-2979.8400000000006,-165.5466666666667,0.7927673969072163,0.5577968462195068,0.0,47.41124999999999,0.0,-56.09824074074075,0.8451468241065192,0.5419622909869153
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 10:19:30.000,SLD,2,14133.25,202.72,1650381570.0,21,18,0.5384615384615384,10,7,0.5882352941176471,11,11,0.5,-152.31999999999974,50.68,-10.863333333333145,7.857364341085271,2827.52,134.64380952380952,-2979.8400000000006,-165.5466666666667,0.8133284241531662,0.5514720812182742,998.9049999999997,47.56690476190475,0.0,-56.09824074074075,0.8479215058050794,0.5411485265248496
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 10:30:06.000,BOT,2,14165.25,,1650382206.0,21,18,0.5384615384615384,10,7,0.5882352941176471,11,11,0.5,,,,,2827.52,134.64380952380952,-2979.8400000000006,-165.5466666666667,0.8133284241531662,0.5514720812182742,0.0,47.56690476190475,0.0,-56.09824074074075,0.8479215058050794,0.5411485265248496
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-19 10:57:37.000,SLD,2,14177.75,47.72,1650383857.0,22,18,0.55,11,7,0.6111111111111112,11,11,0.5,-104.59999999999974,11.93,1.0666666666668547,1.0944954128440367,2875.24,130.69272727272727,-2979.8400000000006,-165.5466666666667,0.7894615452202435,0.5588273202467293,1010.8349999999997,45.94704545454544,0.0,-56.09824074074075,0.819046102833968,0.5497386781137972
