time,open,high,low,close,Plot,MA #1,MA #2,MA #3,BB Basis,BB #1 Upper,BB #1 Lower,BB #2 Upper,BB #2 Lower,Volume,Volume MA
2021-12-05T17:00:00-06:00,34590,34691,34581,34663,34645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1608,NaN
2021-12-05T17:05:00-06:00,34660,34722,34660,34704,34661.87487942677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,811,NaN
2021-12-05T17:10:00-06:00,34704,34719,34680,34680,34665.670901391415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336,NaN
2021-12-05T17:15:00-06:00,34683,34713,34681,34710,34669.60908405985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,342,NaN
2021-12-05T17:20:00-06:00,34712,34712,34682,34685,34672.2727706247,34688.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,398,NaN
2021-12-05T17:25:00-06:00,34687,34719,34674,34719,34675.25054014347,34698.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,362,NaN
2021-12-05T17:30:00-06:00,34720,34736,34710,34727,34679.904247829145,34708.066666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404,NaN
2021-12-05T17:35:00-06:00,34730,34755,34728,34752,34686.34637344047,34722.71111111111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,468,NaN
2021-12-05T17:40:00-06:00,34754,34757,34740,34750,34692.15253261704,34731.8074074074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,483,NaN
2021-12-05T17:45:00-06:00,34749,34759,34727,34743,34697.29953440248,34735.538271604935,34713.3,NaN,NaN,NaN,NaN,NaN,NaN,587,NaN
2021-12-05T17:50:00-06:00,34742,34761,34732,34757,34700.89813624679,34742.69218106996,34721.24545454546,NaN,NaN,NaN,NaN,NaN,NaN,425,NaN
2021-12-05T17:55:00-06:00,34760,34776,34750,34761,34706.18463044542,34748.79478737997,34728.47355371901,NaN,NaN,NaN,NaN,NaN,NaN,586,NaN
2021-12-05T18:00:00-06:00,34762,34770,34742,34750,34710.09187342683,34749.19652491998,34732.38745304283,NaN,NaN,NaN,NaN,NaN,NaN,606,NaN
2021-12-05T18:05:00-06:00,34751,34757,34742,34750,34711.90947296197,34749.464349946655,34735.58973430777,NaN,NaN,NaN,NaN,NaN,NaN,357,NaN
2021-12-05T18:10:00-06:00,34751,34751,34691,34699,34712.09688541548,34732.642899964434,34728.93705534272,NaN,NaN,NaN,NaN,NaN,NaN,928,NaN
2021-12-05T18:15:00-06:00,34697,34700,34646,34682,34707.35146735876,34715.76193330962,34720.40304528041,NaN,NaN,NaN,NaN,NaN,NaN,1317,NaN
2021-12-05T18:20:00-06:00,34684,34710,34678,34705,34706.783593309534,34712.17462220642,34717.60249159306,NaN,NaN,NaN,NaN,NaN,NaN,624,NaN
2021-12-05T18:25:00-06:00,34707,34729,34698,34720,34707.06800679159,34714.783081470945,34718.03840221251,NaN,NaN,NaN,NaN,NaN,NaN,352,NaN
2021-12-05T18:30:00-06:00,34722,34731,34703,34705,34707.23068530315,34711.522054313966,34715.667783628414,NaN,NaN,NaN,NaN,NaN,NaN,310,NaN
2021-12-05T18:35:00-06:00,34702,34750,34698,34733,34708.17969232497,34718.681369542646,34718.81909569597,NaN,34719.75,34776.821446447575,34662.678553552425,34805.35716967136,34634.14283032864,570,593.7
2021-12-05T18:40:00-06:00,34733,34751,34725,34749,34708.96460783508,34728.7875796951,34724.30653284216,NaN,34724.05,34776.1094852028,34671.9905147972,34802.139227804204,34645.9607721958,285,527.55
2021-12-05T18:45:00-06:00,34750,34768,34741,34750,34710.46195810493,34735.8583864634,34728.9780723254,NaN,34726.35,34778.726616924156,34673.97338307584,34804.91492538623,34647.78507461377,428,508.4
2021-12-05T18:50:00-06:00,34748,34763,34731,34763,34711.57585131339,34744.9055909756,34735.16387735715,NaN,34730.5,34780.63382091581,34680.36617908419,34805.70073137371,34655.29926862629,344,508.8
2021-12-05T18:55:00-06:00,34761,34771,34749,34765,34712.94727341107,34751.603727317066,34740.58862692858,NaN,34733.25,34784.60318879698,34681.89681120302,34810.279783195474,34656.220216804526,364,509.9
2021-12-05T19:00:00-06:00,34764,34776,34745,34753,34714.967023493075,34752.06915154471,34742.84524021429,NaN,34736.65,34783.589429049214,34689.71057095079,34807.05914357382,34666.240856426186,624,521.2
2021-12-05T19:05:00-06:00,34754,34811,34749,34809,34719.871114989604,34771.04610102981,34754.873378357144,NaN,34741.15,34796.88966271738,34685.41033728262,34824.759494076075,34657.54050592393,978,552
2021-12-05T19:10:00-06:00,34807,34826,34796,34800,34723.90343856055,34780.69740068654,34763.07821865584,NaN,34744.8,34805.678896169506,34683.9211038305,34836.11834425426,34653.481655745745,720,567.8
2021-12-05T19:15:00-06:00,34802,34811,34787,34799,34726.11106277192,34786.79826712436,34769.609451627504,NaN,34747.15,34812.42871015474,34681.871289845265,34845.0680652321,34649.2319347679,473,568.05
2021-12-05T19:20:00-06:00,34798,34810,34795,34808,34727.556884035876,34793.86551141624,34776.58955133159,NaN,34750.05,34820.52403776711,34679.5759622329,34855.761056650656,34644.33894334935,303,559.05
2021-12-05T19:25:00-06:00,34807,34810,34789,34803,34728.81913554344,34796.91034094416,34781.39145108948,NaN,34753.05,34827.08640995747,34679.01359004254,34864.1046149362,34641.995385063805,288,544.1
2021-12-05T19:30:00-06:00,34803,34809,34762,34772,34730.68909311601,34788.60689396277,34779.683914527755,NaN,34753.8,34828.2838237418,34679.31617625821,34865.5257356127,34642.07426438731,620,553.85
2021-12-05T19:35:00-06:00,34773,34781,34744,34749,34731.483023738714,34775.40459597518,34774.10502097725,NaN,34753.2,34827.63547542198,34678.764524578015,34864.85321313298,34641.54678686702,518,550.45
2021-12-05T19:40:00-06:00,34751,34777,34742,34775,34732.222258802016,34775.26973065012,34774.267744435936,NaN,34754.45,34829.46593164986,34679.434068350136,34866.97389747479,34641.926102525205,406,540.45
2021-12-05T19:45:00-06:00,34775,34817,34772,34817,34733.97286116758,34789.17982043341,34782.03724544759,NaN,34757.8,34837.55612828497,34678.04387171504,34877.434192427456,34638.16580757255,469,546.05
2021-12-05T19:50:00-06:00,34818,34829,34806,34809,34736.94150178621,34795.786546955605,34786.93956445712,NaN,34763.3,34841.228428697104,34685.3715713029,34880.19264304565,34646.407356954354,714,535.35
2021-12-05T19:55:00-06:00,34811,34817,34790,34798,34738.36360276826,34796.52436463707,34788.950552737646,NaN,34769.1,34838.793328230524,34699.40667176947,34873.63999234579,34664.56000765421,436,491.3
2021-12-05T20:00:00-06:00,34796,34814,34784,34785,34739.22450464755,34792.68290975805,34788.23227042171,NaN,34773.1,34836.518924620636,34709.68107537936,34868.228386930954,34677.97161306904,310,475.6
2021-12-05T20:05:00-06:00,34786,34804,34779,34784,34739.89935229145,34789.78860650537,34787.46276670867,NaN,34776.3,34834.9586736911,34717.641326308905,34864.28801053665,34688.31198946336,277,471.85
2021-12-05T20:10:00-06:00,34781,34802,34778,34799,34740.43450102557,34792.85907100358,34789.56044548891,NaN,34781,34830.384208004085,34731.615791995915,34855.07631200613,34706.92368799387,208,466.75
2021-12-05T20:15:00-06:00,34800,34809,34782,34790,34741.18965736849,34791.90604733572,34789.64036449093,NaN,34783.85,34828.14119551376,34739.55880448624,34850.286793270636,34717.41320672936,297,453.1
2021-12-05T20:20:00-06:00,34792,34803,34783,34788,34741.86076028904,34790.604031557144,34789.34211640167,NaN,34785.8,34827.11634059258,34744.48365940742,34847.77451088887,34723.825489111136,284,453.05
2021-12-05T20:25:00-06:00,34788,34801,34779,34788,34742.39386173369,34789.736021038094,34789.09809523773,NaN,34787.7,34825.6109482963,34749.789051703694,34844.56642244445,34730.833577555546,241,443.7
2021-12-05T20:30:00-06:00,34789,34792,34762,34774,34742.892153262335,34784.49068069206,34786.35298701269,NaN,34788.25,34825.01343292173,34751.48656707827,34843.3951493826,34733.1048506174,323,442.65
2021-12-05T20:35:00-06:00,34770,34793,34769,34778,34743.29819144912,34782.32712046138,34784.83426210129,NaN,34788.9,34824.43533453099,34753.36466546902,34842.20300179648,34735.596998203524,241,436.5
2021-12-05T20:40:00-06:00,34777,34790,34769,34779,34743.652970089315,34781.21808030758,34783.773487173785,NaN,34790.2,34822.10360482933,34758.29639517066,34838.055407244,34742.344592755995,219,416.25
2021-12-05T20:45:00-06:00,34782,34785,34771,34785,34743.87750026064,34782.47872020506,34783.99648950582,NaN,34789,34819.770115375,34758.229884625,34835.1551730625,34742.8448269375,137,374.2
2021-12-05T20:50:00-06:00,34784,34787,34769,34777,34744.051725415244,34780.652480136705,34782.72440050476,NaN,34787.85,34818.608901160645,34757.09109883935,34833.98835174097,34741.71164825903,116,344
2021-12-05T20:55:00-06:00,34779,34783,34771,34776,34744.229074565286,34779.10165342447,34781.50178223117,NaN,34786.7,34817.42523394403,34755.974766055966,34832.787850916044,34740.61214908395,123,326.5
2021-12-05T21:00:00-06:00,34777,34790,34777,34784,34744.49747530187,34780.734435616316,34781.95600364369,NaN,34785.5,34814.63760456867,34756.36239543133,34829.206406853,34741.793593147,155,319.1
2021-12-05T21:05:00-06:00,34785,34796,34782,34786,34744.91180307907,34782.48962374421,34782.69127570847,NaN,34784.65,34812.66624526759,34756.633754732415,34826.67436790139,34742.625632098614,219,315.65
